"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Rantoul","2006","0","1","2916","POINT (-88.1523653136136 40.308210018821)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2006","0","1","2917","POINT (-88.2383863781942 40.0702993042714)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Unincorporated","2006","0","1","2918","POINT (-88.1048478918572 40.128022430872)"
"Fatal","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2006","1","0","2919","POINT (-88.1620729026061 40.0798615792923)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2006","0","1","2920","POINT (-88.1604949850494 39.8836262486983)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","2921","POINT (-88.2037493276406 40.1186313390941)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2922","POINT (-88.1904464690897 40.0837402698292)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2923","POINT (-88.3084472115432 40.0995399944151)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2924","POINT (-88.2386899367371 40.109010588367)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2925","POINT (-88.2385192511974 40.0980520458977)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2926","POINT (-88.2354082155845 40.1160718717565)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2927","POINT (-88.2335284384328 40.1058225791496)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2006","0","1","2928","POINT (-88.2321202573035 40.1221311113007)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2929","POINT (-88.2446019306359 40.0981116134431)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2930","POINT (-88.2468799987227 40.0835899709075)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2931","POINT (-88.2436165470843 40.1298933213651)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2932","POINT (-88.2435194420392 40.1143618641728)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","2","2933","POINT (-88.2438210709038 40.1027702484826)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2006","0","1","2934","POINT (-88.2436152350724 40.1272082944496)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2935","POINT (-88.245139392038 40.1116409746349)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2936","POINT (-88.2468386029274 40.1151356328062)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2006","0","1","2937","POINT (-88.2468635183287 40.1183086905043)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2939","POINT (-88.2579317394677 40.1212621920213)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2940","POINT (-88.2579510659314 40.1271694235645)"
"C-Injury","Pedalcyclist","Clear","Unknown","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2941","POINT (-88.2194386139409 40.1173307463923)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2942","POINT (-88.2580180051909 40.1399603714048)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2943","POINT (-88.2581094432226 40.1380109402771)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2006","0","1","2944","POINT (-88.219553400739 40.1274154093055)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2945","POINT (-88.2238802234854 40.1090791828511)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","2946","POINT (-88.2238493764341 40.1055521100858)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","2947","POINT (-88.2254902383238 40.1060029365245)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2948","POINT (-88.2769894893843 40.1274149221728)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","2","2949","POINT (-88.2769244718102 40.1219788830574)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Traffic Signal","Champaign","2006","0","1","2950","POINT (-88.2769918222689 40.1274116505962)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2951","POINT (-88.2787026678152 40.1092369172089)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2952","POINT (-88.2786112701583 40.1274628304957)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2953","POINT (-88.286009854965 40.1093112266959)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2006","0","1","2954","POINT (-88.2320774515802 40.1164079324464)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2006","0","1","2956","POINT (-88.2388908350877 40.1163905407916)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2957","POINT (-88.2173795495612 40.1164396975797)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2958","POINT (-88.2090489676502 40.1174420106683)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2959","POINT (-88.2337976232451 40.1272304318773)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2960","POINT (-88.2420113332353 40.1272133866851)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2961","POINT (-88.2718902632294 40.1273609226611)"
"B-Injury","Pedalcyclist","Clear","Darkness","Wet","No Controls","Urbana","2006","0","1","2962","POINT (-88.207717745722 40.1274793142183)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","2963","POINT (-88.2208850562763 40.1105054695945)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2006","0","1","2964","POINT (-88.256963501715 40.112630541337)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2965","POINT (-88.2767799154103 40.1128514858879)"
"B-Injury","Pedalcyclist","Clear","Dawn","Dry","No Controls","Champaign","2006","0","1","2966","POINT (-88.2856606022994 40.1129144671898)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2967","POINT (-88.2484910535452 40.1126108763599)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","2968","POINT (-88.2387470180682 40.1126218572036)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2006","0","1","2969","POINT (-88.20495040223 40.1093016445178)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","No Controls","Urbana","2006","0","1","2970","POINT (-88.2196862399273 40.1090883188311)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2971","POINT (-88.2320503025876 40.1102997843074)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2006","0","1","2972","POINT (-88.2439534509828 40.1102184011857)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2973","POINT (-88.2352592343825 40.1102728847203)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2974","POINT (-88.2193203176796 40.108269546644)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2975","POINT (-88.2447861429864 40.1102123067359)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2976","POINT (-88.2322316285441 40.1102982396598)"
"A-Injury","Pedalcyclist","Other","Daylight","Dry","No Controls","Champaign","2006","0","2","2977","POINT (-88.2306496483993 40.1091355036389)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Champaign","2006","0","2","2978","POINT (-88.2714755514848 40.108969335006)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2006","0","1","2979","POINT (-88.2192194701732 40.1046387206819)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","2980","POINT (-88.2782955579024 40.0982866080974)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","2981","POINT (-88.2817411248467 40.0983327947409)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2006","0","1","2982","POINT (-88.2927364019534 40.0984561125454)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2006","0","1","2983","POINT (-88.1906998651565 40.0984103686583)"
"B-Injury","Pedalcyclist","Clear","Daylight","Wet","Unknown","Champaign","2007","0","1","2985","POINT (-88.2370996220854 40.1053743525026)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","2986","POINT (-88.2304504921992 40.1126402022523)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Unknown","Urbana","2007","0","1","2987","POINT (-88.1888201949068 40.0983112798236)"
"B-Injury","Pedalcyclist","Fog/Smoke/Haze","Darkness, lighted road","Wet","Unknown","Urbana","2007","0","1","2988","POINT (-88.2176287861648 40.1046576381825)"
"A-Injury","Pedalcyclist","Clear","Daylight","Wet","Unknown","Champaign","2007","0","1","2989","POINT (-88.2708296515318 40.1183930960718)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","2990","POINT (-88.2416992757009 40.1163804062139)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","2992","POINT (-88.2042469047165 40.1177102162679)"
"C-Injury","Pedalcyclist","Rain","Darkness","Dry","Unknown","Champaign","2007","0","1","2993","POINT (-88.2951986176454 40.0984713647621)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","2994","POINT (-88.2500719193022 40.1163095801152)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","2995","POINT (-88.2626494228959 40.0872700854042)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","2996","POINT (-88.2240190415343 40.1163821489437)"
"B-Injury","Pedalcyclist","Fog/Smoke/Haze","Daylight","Dry","Unknown","Champaign","2007","0","1","2997","POINT (-88.242321287702 40.1249036236975)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","2998","POINT (-88.2194228544194 40.1154987006214)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","2999","POINT (-88.2193314832511 40.1090919835547)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3000","POINT (-88.2191849101375 40.1027694736099)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3002","POINT (-88.2193996882871 40.1136104471964)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Unknown","Urbana","2007","0","1","3003","POINT (-88.1978096914353 40.1109128528611)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3004","POINT (-88.27647165112 40.0935303280318)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3005","POINT (-88.2768946466232 40.1196916748218)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3006","POINT (-88.2766919245779 40.1090135454468)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3007","POINT (-88.2437290111783 40.1359601117176)"
"B-Injury","Pedalcyclist","Clear","Daylight","Wet","Unknown","Champaign","2007","0","1","3008","POINT (-88.2434682883775 40.1125597007389)"
"B-Injury","Pedalcyclist","Clear","Unknown","Unknown","Unknown","Champaign","2007","0","1","3009","POINT (-88.272879057055 40.1346520097805)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3010","POINT (-88.2577713355649 40.1054334270971)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3011","POINT (-88.2580042653602 40.1465021316114)"
"C-Injury","Pedalcyclist","Rain","Daylight","Wet","Unknown","Urbana","2007","0","1","3012","POINT (-88.2093984377135 40.08374115344)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3013","POINT (-88.2451420548944 40.1102095693657)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3014","POINT (-88.1784422705228 40.1129941058709)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3015","POINT (-88.205002218461 40.1135672278448)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Unknown","Champaign","2007","0","1","3016","POINT (-88.241210341359 40.1211186201491)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3017","POINT (-88.2289634213178 40.1163601947735)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3018","POINT (-88.1994297781363 40.1273950199076)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Unknown","Champaign","2007","0","1","3019","POINT (-88.2321201476977 40.1239313393968)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3020","POINT (-88.2321210057336 40.1232601339189)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3021","POINT (-88.2389672230544 40.136066045806)"
"B-Injury","Pedalcyclist","Rain","Dusk","Wet","Unknown","Urbana","2007","0","1","3022","POINT (-88.2239313420938 40.1059592100241)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3023","POINT (-88.2579794123891 40.1319540022871)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Unknown","Champaign","2007","0","1","3024","POINT (-88.2383142361548 40.110249340067)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3025","POINT (-88.2470826791877 40.1126021006951)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Unknown","Champaign","2007","0","1","3026","POINT (-88.2828122952764 40.0983412636892)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3027","POINT (-88.2446681358807 40.097703378298)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","2","3028","POINT (-88.2073100228441 40.109250592906)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3029","POINT (-88.2351958204336 40.1126412769807)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3030","POINT (-88.230630581071 40.1115280346314)"
"Property Damage","Pedalcyclist","Clear","Darkness, lighted road","Ice","No Controls","Urbana","2008","0","0","3031","POINT (-88.2234445650962 40.1059659235792)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3032","POINT (-88.2414800019752 40.1026999950676)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3033","POINT (-88.2578104589552 40.1153308230046)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Champaign","2008","0","1","3034","POINT (-88.270289453332 40.1183686746179)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3035","POINT (-88.2462473357693 40.0878407163985)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3036","POINT (-88.2451896259823 40.1153385268503)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2008","0","1","3037","POINT (-88.2434497215044 40.1088131171156)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3038","POINT (-88.2435300201306 40.1199310733712)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3039","POINT (-88.2436201899012 40.1336183098363)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","0","3040","POINT (-88.246835868912 40.1148287647047)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3041","POINT (-88.2451400213483 40.111640648995)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3042","POINT (-88.2580144466879 40.1358605657861)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2008","0","1","3043","POINT (-88.2095897689724 40.0983004677986)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2008","0","1","3044","POINT (-88.2193810318502 40.1164311332551)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","1","3045","POINT (-88.2191916577329 40.1027691675909)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3046","POINT (-88.2320989373846 40.1154008886824)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3047","POINT (-88.2577993595687 40.1126598131871)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2008","0","1","3048","POINT (-88.1825889187416 40.2260688376119)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","St Joseph","2008","0","1","3049","POINT (-88.0382702268195 40.1168488107027)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Sidney","2008","0","1","3050","POINT (-88.0732927053317 40.0212770604425)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Unincorporated","2008","0","1","3051","POINT (-88.2378607324278 40.0104694930694)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2008","0","1","3052","POINT (-87.9588764649125 40.123531906119)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","St Joseph","2008","0","1","3053","POINT (-88.0416992415873 40.1131799202504)"
"C-Injury","Pedalcyclist","Unknown","Daylight","Unknown","No Controls","Champaign","2008","0","1","3054","POINT (-88.2545396112958 40.1306872650088)"
"A-Injury","Pedalcyclist","Unknown","Darkness, lighted road","Unknown","Unknown","Champaign","2008","0","1","3055","POINT (-88.243718748385 40.1379710246987)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2008","0","1","3056","POINT (-88.1558211519176 40.3106815579413)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3057","POINT (-88.2465231903326 40.0861055426087)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3058","POINT (-88.2575811779356 40.0927182971592)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3059","POINT (-88.2517122608464 40.1036540137135)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3060","POINT (-88.2468109043477 40.112609881045)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","0","3061","POINT (-88.2159669695075 40.1127594041028)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2008","0","0","3062","POINT (-88.2019300852411 40.1220186704026)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3063","POINT (-88.2687327615422 40.1102509224503)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3064","POINT (-88.2603695333102 40.1309505064084)"
"C-Injury","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3065","POINT (-88.2355401104111 40.1272697460605)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3066","POINT (-88.2468315149459 40.1144191366273)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2008","0","1","3068","POINT (-88.2434716004798 40.11022125248)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3069","POINT (-88.2387094344258 40.1126207405397)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3070","POINT (-88.2387294870562 40.1163404613301)"
"Property Damage","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2008","0","0","3071","POINT (-88.2445883723397 40.0980934446604)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3072","POINT (-88.2386321630873 40.1026992480365)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2008","0","1","3073","POINT (-88.2451799422975 40.0944788596928)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2008","0","1","3074","POINT (-88.2191595348441 40.1018902481519)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2008","0","1","3075","POINT (-88.2191305958169 40.1006490504101)"
"C-Injury","Pedalcyclist","Unknown","Daylight","Dry","Stop Sign/Flasher","Urbana","2008","0","1","3076","POINT (-88.2240900822153 40.1200593498641)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","1","3077","POINT (-88.21933744834 40.1115290947101)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3078","POINT (-88.2320795238633 40.1126803348099)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","0","3079","POINT (-88.2626419423549 40.1227121607272)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2008","0","1","3080","POINT (-88.2302902575577 40.1041713181658)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2008","0","1","3081","POINT (-88.1388731095017 40.3220663714364)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3082","POINT (-88.2387090408223 40.1102298946413)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2008","0","1","3083","POINT (-88.1668686934244 40.2870546379989)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3084","POINT (-88.2574009487223 40.0792197761649)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","No Controls","Urbana","2008","0","1","3085","POINT (-88.223840518449 40.1048456705617)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","St Joseph","2008","0","1","3086","POINT (-88.0416992415873 40.1131799202504)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","3087","POINT (-88.2764182126058 40.0908492168316)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3088","POINT (-88.2320504643395 40.1102999222534)"
"C-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2008","0","1","3089","POINT (-88.2335714564492 40.1079702414535)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","0","3090","POINT (-88.227896559306 40.1104079863899)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","0","3091","POINT (-88.2205237740483 40.1105419862068)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","1","3092","POINT (-88.2139149031105 40.1123495268726)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","1","3093","POINT (-88.1966397425302 40.1162959916424)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Ice","No Controls","Champaign","2008","0","2","3094","POINT (-88.2579443945964 40.1239905992661)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","3095","POINT (-88.2451556029241 40.102278905116)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Rantoul","2009","0","1","3096","POINT (-88.1426490041412 40.3110406320735)"
"C-Injury","Pedalcyclist","Clear","Darkness","Dry","Traffic Signal","Champaign","2009","0","1","3097","POINT (-88.280343065598 40.1274604133518)"
"B-Injury","Pedalcyclist","Clear","Dawn","Dry","Other","Champaign","2009","0","1","3098","POINT (-88.2289518759245 40.1108671920113)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3099","POINT (-88.2539690304555 40.1101398853912)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","3100","POINT (-88.2254916288391 40.1059973710058)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3101","POINT (-88.2334296306626 40.1014889489332)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Other","Rantoul","2009","0","1","3102","POINT (-88.1523714333113 40.3082188344007)"
"Property Damage","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","0","3103","POINT (-88.2374487058732 40.101474606997)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2009","0","1","3104","POINT (-88.1344805815276 40.3094146095479)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3106","POINT (-88.2747995738443 40.1309691358844)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Gifford","2009","0","1","3107","POINT (-88.0215275635981 40.3060300008075)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2009","0","1","3108","POINT (-88.1994296526096 40.1273891908135)"
