crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y,norm_x,norm_y
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2012,0,1,3542,POINT (-88.1735300120003 40.1058093910238),POINT,-88.1735300120003,40.1058093910238,-0.003296827192146197,-0.007354929612725163
A-Injury,pedestrian,Clear,Daylight,Dry,Lane Use Marking,mahomet,2012,0,1,3543,POINT (-88.3888229634812 40.1876164441801),POINT,-88.3888229634812,40.1876164441801,-0.0008485392593308796,-0.005303592600530977
A-Injury,pedestrian,Clear,Daylight,Wet,Traffic Signal,champaign,2012,0,1,3551,POINT (-88.2681887109867 40.1273085314534),POINT,-88.2681887109867,40.1273085314534,-0.002220378804633734,-0.006815832055826923
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2012,0,1,3552,POINT (-88.190699842529 40.0984099066275),POINT,-88.190699842529,40.098409906627495,-0.003101573754433765,-0.007540473959180065
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,champaign,2012,0,1,3553,POINT (-88.2387099288848 40.1102299060727),POINT,-88.2387099288848,40.1102299060727,-0.0025556082954170667,-0.007244083838639434
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,urbana,2012,0,1,3555,POINT (-88.2193802116011 40.1128301566526),POINT,-88.2193802116011,40.112830156652606,-0.002775423729433275,-0.0071788817558148315
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,Other Warning Sign,urbana,2012,0,1,3557,POINT (-88.2279844500816 40.1041933366927),POINT,-88.2279844500816,40.1041933366927,-0.002677577269073217,-0.007395452671987023
A-Injury,pedestrian,Rain,Daylight,Wet,Other,urbana,2012,0,3,3563,POINT (-88.2191999584708 40.1037001637469),POINT,-88.2191999584708,40.1037001637469,-0.0027774735483463153,-0.00740781913524544
A-Injury,pedalcyclist,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2000,0,1,354,POINT (-88.2579473002304 40.1300628698443),POINT,-88.2579473002304,40.130062869844295,-0.0023368430093241386,-0.006746766173762306
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,unincorporated,2000,0,3,355,POINT (-88.3030887947702 39.9371272928748),POINT,-88.3030887947702,39.9371272928748,-0.0018234988631696035,-0.011584685090733723
A-Injury,overturned,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2000,0,1,356,POINT (-88.2580735977242 40.16868743215),POINT,-88.2580735977242,40.16868743215,-0.0023354067680170913,-0.00577824339754016
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2012,0,1,3566,POINT (-88.2467002287022 40.1221500013215),POINT,-88.2467002287022,40.1221500013215,-0.002464743478487674,-0.006945183785046028
A-Injury,turning,Clear,Daylight,Dry,No Controls,champaign,2003,0,1,45,POINT (-88.2578328618776 40.1163193710851),POINT,-88.2578328618776,40.1163193710851,-0.002338144389774701,-0.007091388631045061
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2012,0,1,3573,POINT (-88.2611211617437 40.1490807114509),POINT,-88.2611211617437,40.1490807114509,-0.0023007502028016846,-0.0062698879478086484
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2012,0,1,3578,POINT (-88.2759080652741 40.1293906950236),POINT,-88.2759080652741,40.1293906950236,-0.0021325951506825,-0.006763621164073688
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2012,0,1,3585,POINT (-88.2386306632774 40.1026998943827),POINT,-88.2386306632774,40.1026998943827,-0.0025565096952480516,-0.007432901197118795
A-Injury,pedestrian,Clear,Daylight,Wet,No Controls,champaign,2013,0,1,3587,POINT (-88.2763309331188 40.0982563461419),POINT,-88.2763309331188,40.098256346141895,-0.0021277863437325034,-0.007544324535573771
A-Injury,pedestrian,Rain,Darkness,Wet,Traffic Signal,champaign,2013,0,1,3588,POINT (-88.2426396190591 40.1163709565319),POINT,-88.2426396190591,40.116370956531895,-0.002510920287903258,-0.007090095110104946
A-Injury,pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,champaign,2013,0,1,3593,POINT (-88.2420810256713 40.117780249258),POINT,-88.2420810256713,40.117780249258,-0.0025172725509072895,-0.007054756661664014
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2013,0,1,3594,POINT (-88.2094589963622 40.1045189611262),POINT,-88.2094589963622,40.1045189611262,-0.002888246705667252,-0.007387287539192931
A-Injury,pedestrian,Clear,Daylight,Snow or Slush,Lane Use Marking,unincorporated,2013,0,1,3595,POINT (-88.138874016939 40.3803089178262),POINT,-88.138874016939,40.380308917826206,-0.0036909313833176083,-0.00047176957414381434
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2013,0,1,3596,POINT (-88.2754900015208 40.1100463883892),POINT,-88.2754900015208,40.1100463883892,-0.0021373493260296913,-0.007248685600981888
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2013,0,1,3605,POINT (-88.2574098269763 40.0981499995507),POINT,-88.2574098269763,40.09814999955071,-0.0023429550964740855,-0.0075469912090476154
A-Injury,angle,Clear,Daylight,Wet,Stop sign / flasher,unincorporated,2000,0,2,357,POINT (-88.3065265325992 40.0254024320214),POINT,-88.3065265325992,40.0254024320214,-0.0017844052840022297,-0.00937115883350458
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No passing,rantoul,2000,0,1,358,POINT (-88.1557692938791 40.3075933272871),POINT,-88.1557692938791,40.3075933272871,-0.003498800139031612,-0.002295135365739109
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2013,0,1,3607,POINT (-88.2304004486867 40.1091401141153),POINT,-88.2304004486867,40.1091401141153,-0.0026501027967793145,-0.007271410707064151
A-Injury,rear end,Clear,Daylight,Dry,No Controls,unincorporated,2003,0,2,46,POINT (-88.3035283944078 40.0397403103942),POINT,-88.3035283944078,40.0397403103942,-0.001818499784098006,-0.009011632124648963
A-Injury,pedestrian,Clear,Darkness,Dry,Lane Use Marking,champaign,2013,0,1,3620,POINT (-88.2725709900718 40.1128020697852),POINT,-88.2725709900718,40.112802069785204,-0.0021705440054521526,-0.0071795860426511916
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2013,0,1,3624,POINT (-88.224020000866 40.1164000001846),POINT,-88.224020000866,40.116400000184605,-0.0027226605526087535,-0.007089366831582819
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2014,0,1,3635,POINT (-88.2817423097205 40.0983400228863),POINT,-88.2817423097205,40.0983400228863,-0.002066248759976374,-0.007542226315478672
A-Injury,pedestrian,Clear,Daylight,Dry,Lane Use Marking,champaign,2014,0,1,3638,POINT (-88.2364062266332 40.1274013257951),POINT,-88.2364062266332,40.127401325795105,-0.002581805745842562,-0.006813505209175989
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2014,0,1,3639,POINT (-88.2810781305 40.1032142712093),POINT,-88.2810781305,40.103214271209296,-0.002073801733539023,-0.0074200030400296876
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2014,0,1,3642,POINT (-88.2665041629917 40.1272840491356),POINT,-88.2665041629917,40.1272840491356,-0.0022395353004691404,-0.00681644595747361
A-Injury,pedestrian,Clear,"Darkness, lighted road",Wet,Lane Use Marking,champaign,2014,0,1,3643,POINT (-88.2723295936388 40.0982399951714),POINT,-88.2723295936388,40.0982399951714,-0.0021732891393261003,-0.007544734541186647
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2014,0,1,3644,POINT (-88.2591100298971 40.1380791567567),POINT,-88.2591100298971,40.1380791567567,-0.0023236205745322236,-0.006545755314559595
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2014,0,1,3646,POINT (-88.2468700014912 40.1271923425195),POINT,-88.2468700014912,40.1271923425195,-0.0024628128408714007,-0.00681874552907066
A-Injury,angle,Clear,Darkness,Dry,No Controls,champaign,2000,0,1,359,POINT (-88.2769584873616 40.1277172488567),POINT,-88.2769584873616,40.127717248856705,-0.002120649865416521,-0.006805583341265334
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,unincorporated,2014,0,1,3650,POINT (-88.2747173122704 40.1416162683971),POINT,-88.2747173122704,40.1416162683971,-0.002146136263802386,-0.006457061152573978
A-Injury,pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,unincorporated,2014,0,1,3651,POINT (-88.2384395116347 40.0833209774493),POINT,-88.2384395116347,40.0833209774493,-0.002558683450853916,-0.007918833497916599
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2014,0,1,3653,POINT (-88.2385191270673 40.0980400081864),POINT,-88.2385191270673,40.098040008186395,-0.002557778072848799,-0.007549749276328234
A-Injury,pedestrian,Clear,Daylight,Dry,Other,urbana,2014,0,1,3658,POINT (-88.2192200017682 40.1046400001537),POINT,-88.2192200017682,40.1046400001537,-0.002777245618157018,-0.00738425244836095
A-Injury,pedestrian,Clear,Darkness,Wet,No Controls,urbana,2014,0,1,3659,POINT (-88.1673017196158 40.1112616747752),POINT,-88.1673017196158,40.11126167477521,-0.0033676546529715894,-0.007218211921172544
A-Injury,turning,Clear,Dawn,Dry,No Controls,unincorporated,2004,0,2,497,POINT (-88.4258329562566 40.195340440625),POINT,-88.4258329562566,40.195340440625,-0.00042766566322701604,-0.005109911014675406
A-Injury,pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,mahomet,2004,0,1,498,POINT (-88.4066175099537 40.1919068426359),POINT,-88.4066175099537,40.1919068426359,-0.0006461816201286947,-0.00519600954002604
A-Injury,fixed object,Clear,Darkness,Dry,Stop Sign/Flasher,unincorporated,2004,0,2,499,POINT (-88.3339329642852 40.1694230522497),POINT,-88.3339329642852,40.169423052249705,-0.0014727423358340409,-0.005759797497349219
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2014,0,1,3662,POINT (-88.2004125221565 40.1254302061287),POINT,-88.2004125221565,40.125430206128705,-0.0029911222223992237,-0.0068629316408972945
A-Injury,overturned,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2003,0,1,47,POINT (-88.1064878216408 40.1206652480529),POINT,-88.1064878216408,40.120665248052894,-0.004059223659460329,-0.006982414429793112
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2014,0,1,3666,POINT (-88.2128186612493 40.116489818325),POINT,-88.2128186612493,40.116489818325,-0.0028500409634689564,-0.007087114614094828
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2014,0,1,3667,POINT (-88.2156798712409 40.1164539514851),POINT,-88.2156798712409,40.1164539514851,-0.0028175035959077635,-0.007088013986133815
A-Injury,pedestrian,Clear,Daylight,Ice,Lane Use Marking,unincorporated,2014,0,2,3670,POINT (-88.1394980734616 40.379045388431),POINT,-88.1394980734616,40.379045388431,-0.0036838346806937726,-0.000503452962242675
A-Injury,pedestrian,Fog/Smoke/Haze,Darkness,Ice,Other Warning Sign,unincorporated,2014,0,1,3672,POINT (-88.033639058355 40.2395730369882),POINT,-88.033639058355,40.239573036988205,-0.00488765183997575,-0.004000765060084943
A-Injury,pedestrian,Clear,Daylight,Dry,Lane Use Marking,champaign,2005,0,1,3676,POINT (-88.2469754516474 40.1347511311834),POINT,-88.2469754516474,40.1347511311834,-0.0024616136732109758,-0.006629206579122346
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2005,0,1,3678,POINT (-88.2388061320679 40.1241423297854),POINT,-88.2388061320679,40.1241423297854,-0.002554514283324986,-0.006895225536206093
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,3682,POINT (-88.2387058559046 40.1109134033882),POINT,-88.2387058559046,40.1109134033882,-0.002555654612903147,-0.007226944933289299
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2005,0,1,3694,POINT (-88.2239613691299 40.1127749752943),POINT,-88.2239613691299,40.1127749752943,-0.0027233273063088175,-0.007180265445341695
A-Injury,turning,Clear,Daylight,Dry,Stop sign / flasher,st. joseph,2000,0,2,361,POINT (-88.0431137523001 40.119307737179),POINT,-88.0431137523001,40.119307737179,-0.00477990665513188,-0.007016454432367901
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2000,0,1,362,POINT (-88.2534556006848 40.1126410684527),POINT,-88.2534556006848,40.1126410684527,-0.002387922126033127,-0.00718362320056886
A-Injury,pedestrian,Rain,Daylight,Wet,No Controls,urbana,2005,0,1,3696,POINT (-88.2076181225184 40.1124807618199),POINT,-88.2076181225184,40.112480761819896,-0.002909180921983296,-0.007187642938678111
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2000,0,1,271,POINT (-88.2446131461347 40.0982302725513),POINT,-88.2446131461347,40.0982302725513,-0.002488477553521943,-0.007544978338875178
A-Injury,other object,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2000,0,1,272,POINT (-88.1051763954933 40.1206705902442),POINT,-88.1051763954933,40.1206705902442,-0.004074137054393168,-0.00698228047270343
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2005,0,1,3701,POINT (-88.1678601547572 40.1133309599387),POINT,-88.1678601547572,40.1133309599387,-0.0033613041895285897,-0.007166323959427389
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2005,0,1,3703,POINT (-88.20902056614 40.116525243238),POINT,-88.20902056614,40.116525243238,-0.002893232486274648,-0.007086226323508754
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,3705,POINT (-88.2518038041985 40.1255399767328),POINT,-88.2518038041985,40.125539976732796,-0.002406706175288141,-0.0068601791092470915
A-Injury,turning,Clear,Daylight,Unknown,Traffic signal,unincorporated,2003,0,2,48,POINT (-88.2954350365736 40.1130326373836),POINT,-88.2954350365736,40.1130326373836,-0.0019105365655400428,-0.0071738044892258
A-Injury,pedestrian,Clear,Daylight,Dry,Other,urbana,2005,0,1,3721,POINT (-88.2221028814759 40.0981494859246),POINT,-88.2221028814759,40.0981494859246,-0.0027444618249507554,-0.007547004088380135
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,0,1,3722,POINT (-88.2534293823804 40.0940785258179),POINT,-88.2534293823804,40.0940785258179,-0.0023882202777275345,-0.0076490846648078
A-Injury,pedestrian,Fog/Smoke/Haze,Darkness,Ice,Unknown,champaign,2007,0,1,3726,POINT (-88.2320601041925 40.1079798715944),POINT,-88.2320601041925,40.1079798715944,-0.0026312293756127524,-0.007300504145030785
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3728,POINT (-88.20192908635 40.1220232148876),POINT,-88.20192908635,40.1220232148876,-0.002973876020009566,-0.006948362993860846
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3729,POINT (-88.2049952037702 40.1162792649482),POINT,-88.2049952037702,40.116279264948204,-0.002939008467547632,-0.007092394304759627
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,champaign,2007,0,1,3731,POINT (-88.2689011771719 40.1273122038326),POINT,-88.2689011771719,40.1273122038326,-0.00221227671698179,-0.006815739969789269
A-Injury,pedestrian,Clear,Darkness,Dry,Unknown,champaign,2007,0,1,3735,POINT (-88.2625590073809 40.1163505727532),POINT,-88.2625590073809,40.116350572753205,-0.0022843991792377907,-0.007090606239623266
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3739,POINT (-88.2089190150263 40.1124915473748),POINT,-88.2089190150263,40.112491547374795,-0.0028943873144496,-0.007187372487572641
A-Injury,overturned,Rain,Daylight,Wet,No Controls,champaign,2000,0,1,363,POINT (-88.3041807320783 40.0805651713848),POINT,-88.3041807320783,40.0805651713848,-0.0018110814713488425,-0.007987936182348165
A-Injury,fixed object,Severe cross wind,Daylight,Ice,No Controls,unincorporated,2000,0,2,364,POINT (-88.3034989982409 39.9746998540861),POINT,-88.3034989982409,39.974699854086104,-0.001818834074097834,-0.010642541565426406
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3744,POINT (-88.2194976560578 40.1206386616805),POINT,-88.2194976560578,40.120638661680495,-0.002774088163897498,-0.006983081091255897
A-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3745,POINT (-88.2192508406763 40.1059790852007),POINT,-88.2192508406763,40.1059790852007,-0.0027768949214620497,-0.007350674479061174
A-Injury,turning,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2004,0,6,500,POINT (-88.2627419354162 40.1342505295401),POINT,-88.2627419354162,40.1342505295401,-0.0022823189415973116,-0.006641759319254794
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2004,0,1,501,POINT (-88.2579296297565 40.1321592484929),POINT,-88.2579296297565,40.1321592484929,-0.0023370439560235364,-0.006694198834547255
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,urbana,1999,0,1,395,POINT (-88.20129892268 40.1234313451369),POINT,-88.20129892268,40.1234313451369,-0.0029810421724468473,-0.006913053694883097
A-Injury,pedestrian,Clear,Daylight,Unknown,Unknown,urbana,2007,0,1,3757,POINT (-88.2217103711647 40.1090800166519),POINT,-88.2217103711647,40.109080016651895,-0.0027489254093449908,-0.00727291766943797
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2008,0,1,3776,POINT (-88.2579034539181 40.1182694417485),POINT,-88.2579034539181,40.1182694417485,-0.0023373416247992446,-0.00704249000954609
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2008,0,1,3778,POINT (-88.2350448087219 40.1102729055467),POINT,-88.2350448087219,40.1102729055467,-0.00259728764165409,-0.007243005613607329
A-Injury,pedestrian,Clear,Daylight,Ice,No Controls,urbana,2008,0,1,3787,POINT (-88.2284266289458 40.1103735713161),POINT,-88.2284266289458,40.1103735713161,-0.0026725488593185207,-0.007240481388486534
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2008,0,1,3791,POINT (-88.2468687766537 40.1202113312187),POINT,-88.2468687766537,40.120211331218705,-0.002462826769589739,-0.006993796533982239
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2008,0,1,3793,POINT (-88.2239889413726 40.1128111217479),POINT,-88.2239889413726,40.112811121747896,-0.002723013757775899,-0.0071793590619033554
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2008,0,1,3795,POINT (-88.2182456893914 40.110603905649),POINT,-88.2182456893914,40.110603905649,-0.002788325392104715,-0.007234705684265175
A-Injury,rear end,Clear,Darkness,Dry,Traffic signal,rantoul,2000,0,2,365,POINT (-88.1355440970237 40.3121331328579),POINT,-88.1355440970237,40.3121331328579,-0.00372879886894497,-0.0021812983451370413
A-Injury,turning,Clear,Daylight,Dry,Stop sign / flasher,unincorporated,2000,0,1,366,POINT (-88.3149345750782 40.1605537267694),POINT,-88.3149345750782,40.1605537267694,-0.0016887899431452804,-0.005982198560937024
A-Injury,turning,Clear,Daylight,Dry,Lane Use Marking,champaign,2000,0,2,367,POINT (-88.239012114526 40.1417687000452),POINT,-88.239012114526,40.141768700045205,-0.002552171873305989,-0.006453238882127592
A-Injury,angle,Rain,Daylight,Wet,Traffic Signal,champaign,2004,0,2,502,POINT (-88.2579296297565 40.1321592484929),POINT,-88.2579296297565,40.1321592484929,-0.0023370439560235364,-0.006694198834547255
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2004,0,2,503,POINT (-88.2579578754618 40.1308942995155),POINT,-88.2579578754618,40.130894299515504,-0.0023367227489475445,-0.00672591781910604
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2008,0,1,3804,POINT (-88.2320504653094 40.110299991431),POINT,-88.2320504653094,40.110299991431,-0.0026313389879387317,-0.007242326426730098
A-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2008,0,1,3806,POINT (-88.2156192888248 40.1164501497193),POINT,-88.2156192888248,40.1164501497193,-0.0028181925325276155,-0.007088109316580228
A-Injury,pedestrian,Clear,Daylight,Wet,No Controls,champaign,2008,0,1,3809,POINT (-88.2951587696771 40.088680234933),POINT,-88.2951587696771,40.088680234933,-0.0019136782425167626,-0.007784448468630727
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2009,0,1,3816,POINT (-88.2961372098039 40.1093545339774),POINT,-88.2961372098039,40.109354533977395,-0.0019025515282469695,-0.007266034063091555
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2009,0,1,3822,POINT (-88.2541137366633 40.1126498233272),POINT,-88.2541137366633,40.1126498233272,-0.0023804378755584903,-0.007183403669398795
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,fisher,2009,0,1,3836,POINT (-88.3496486201198 40.3157155872327),POINT,-88.3496486201198,40.3157155872327,-0.0012940256139373826,-0.0020914672001441444
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2009,0,1,3838,POINT (-88.276599634314 40.1045673248563),POINT,-88.276599634314,40.1045673248563,-0.002124730703084693,-0.007386074803789773
A-Injury,turning,Clear,Dawn,Dry,Traffic signal,champaign,2000,0,2,368,POINT (-88.246877418792 40.0835447688794),POINT,-88.246877418792,40.0835447688794,-0.0024627284921368,-0.007913221858994672
A-Injury,turning,Clear,Darkness,Dry,Lane Use Marking,champaign,2004,0,1,504,POINT (-88.2579578754618 40.1308942995155),POINT,-88.2579578754618,40.130894299515504,-0.0023367227489475445,-0.00672591781910604
A-Injury,turning,Clear,Daylight,Dry,Other Regualtory Sign,champaign,2004,0,1,505,POINT (-88.2579522249559 40.1294349316295),POINT,-88.2579522249559,40.1294349316295,-0.0023367870058835422,-0.00676251191757886
A-Injury,pedestrian,Rain,Daylight,Wet,No Controls,urbana,2009,0,1,3848,POINT (-88.2045987190108 40.11248019111),POINT,-88.2045987190108,40.112480191109995,-0.0029435172489326593,-0.007187657249404354
A-Injury,pedestrian,Clear,Daylight,Dry,Other Warning Sign,champaign,2009,0,1,3849,POINT (-88.2386912386381 40.1079468779865),POINT,-88.2386912386381,40.1079468779865,-0.002555820838861496,-0.007301331469893927
A-Injury,pedestrian,Rain,Darkness,Wet,Traffic Signal,champaign,2009,0,1,3851,POINT (-88.2335626825195 40.1163554469249),POINT,-88.2335626825195,40.1163554469249,-0.0026141422189696084,-0.007090484018269317
A-Injury,turning,Clear,Daylight,Dry,Stop Sign/Flasher,rantoul,2005,0,2,587,POINT (-88.1365136631982 40.3125273621717),POINT,-88.1365136631982,40.3125273621717,-0.0037177730682915987,-0.002171412923874635
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,urbana,2009,0,2,3854,POINT (-88.2287612428903 40.1173598488223),POINT,-88.2287612428903,40.117359848822296,-0.0026687436660837076,-0.007065298331855308
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,mahomet,2006,0,1,3860,POINT (-88.4009010478584 40.1943320051464),POINT,-88.4009010478584,40.1943320051464,-0.0007111886028007615,-0.005135197844378412
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,champaign,2006,0,1,3876,POINT (-88.2436208197678 40.1284417108248),POINT,-88.2436208197678,40.128441710824795,-0.002499762180597653,-0.006787417234655536
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2006,0,1,3877,POINT (-88.2435309210844 40.1212132168621),POINT,-88.2435309210844,40.1212132168621,-0.002500784498607729,-0.006968673943410981
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2006,0,1,3878,POINT (-88.2484154609834 40.1437322537124),POINT,-88.2484154609834,40.14373225371239,-0.0024452380443006727,-0.006404002170162947
A-Injury,pedestrian,Rain,Daylight,Wet,Traffic Signal,champaign,2006,0,1,3881,POINT (-88.2468468828576 40.1163417351464),POINT,-88.2468468828576,40.1163417351464,-0.002463075743448066,-0.007090827845331351
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2006,0,2,3882,POINT (-88.2192523166444 40.1059768134269),POINT,-88.2192523166444,40.1059768134269,-0.002776878136913944,-0.00735073144448779
A-Injury,pedestrian,Clear,Dusk,Dry,No Controls,champaign,2006,0,1,3886,POINT (-88.2724605431086 40.1200340923848),POINT,-88.2724605431086,40.1200340923848,-0.00217179999625618,-0.006998240852240415
A-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,urbana,2006,0,3,3888,POINT (-88.2160501768253 40.1127805312967),POINT,-88.2160501768253,40.1127805312967,-0.0028132925212416763,-0.00718012612687315
A-Injury,pedestrian,Clear,"Darkness, lighted road",Wet,No Controls,champaign,2006,0,1,3890,POINT (-88.2368854626155 40.1193188022904),POINT,-88.2368854626155,40.119318802290394,-0.0025763559265876428,-0.007016176971297353
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2006,0,1,3893,POINT (-88.2652437285152 40.1273192121104),POINT,-88.2652437285152,40.1273192121104,-0.002253868823687964,-0.0068155642350685545
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2006,0,1,3894,POINT (-88.2370248123614 40.1303739513409),POINT,-88.2370248123614,40.1303739513409,-0.002574771256495264,-0.006738965709582582
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2015,0,1,3920,POINT (-88.2230394116088 40.1350852322437),POINT,-88.2230394116088,40.1350852322437,-0.002733811706554866,-0.0066208288923047445
A-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,champaign,2015,0,1,3921,POINT (-88.2302882304196 40.1041700176493),POINT,-88.2302882304196,40.104170017649295,-0.0026513789306576926,-0.007396037404170677
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2015,0,2,3923,POINT (-88.2517106451795 40.1135560700215),POINT,-88.2517106451795,40.1135560700215,-0.0024077655694786466,-0.007160679254883547
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2015,0,1,3925,POINT (-88.2424889495578 40.1232922458676),POINT,-88.2424889495578,40.1232922458676,-0.0025126336850180317,-0.006916541651831431
A-Injury,rear end,Clear,Daylight,Dry,No Controls,champaign,2004,0,3,506,POINT (-88.2579347161796 40.1258432388159),POINT,-88.2579347161796,40.1258432388159,-0.002336986113775499,-0.006852574719265325
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2004,0,3,507,POINT (-88.2578881601207 40.1212447022993),POINT,-88.2578881601207,40.1212447022993,-0.0023375155441931338,-0.0069678844363919995
A-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,champaign,2004,0,1,508,POINT (-88.2578465808394 40.1182575235972),POINT,-88.2578465808394,40.1182575235972,-0.0023379883792393604,-0.007042788860854605
A-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2015,0,1,3926,POINT (-88.2430802527852 40.1153193932154),POINT,-88.2430802527852,40.1153193932154,-0.0025059094492901864,-0.007116463383604163
A-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2015,0,1,3929,POINT (-88.2516999976742 40.1126296959937),POINT,-88.2516999976742,40.112629695993704,-0.0024078866517462066,-0.007183908368475112
A-Injury,pedestrian,Rain,Darkness,Wet,Stop Sign/Flasher,champaign,2015,0,1,3932,POINT (-88.2385300018245 40.0945335614308),POINT,-88.2385300018245,40.0945335614308,-0.0025576544062975814,-0.007637674506898456
A-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2015,0,1,3939,POINT (-88.278639788053 40.0950739496802),POINT,-88.278639788053,40.095073949680206,-0.0021015302975631407,-0.007624124105384281
