crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,x,y,norm_x,norm_y
A-Injury,turning,clear,daylight,dry,stop sign/flasher,champaign,2015,0,2,2521,-88.2321018588619,40.1163500059344,0.002630754546072261,0.005853595167528356
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2015,0,3,2522,-88.2467898582353,40.1101777639288,0.002463724221225319,0.005700813583594902
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2015,0,1,2523,-88.2577901424023,40.110160173769,0.0023386301909825956,0.0057003781741483146
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2015,0,3,2524,-88.245140001463,40.1102099993335,0.0024824862122645943,0.0057016115069724515
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2015,0,1,2525,-88.2579100015375,40.1426299994974,0.002337267165986557,0.006504104178463976
A-Injury,turning,clear,daylight,dry,lane use marking,champaign,2015,0,1,2526,-88.2354200009638,40.1163399994054,0.0025930209964526497,0.0058533474757901955
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2015,0,2,2527,-88.2580612490862,40.1319311363886,0.0023355471953799764,0.006239275085475177
A-Injury,parked motor vehicle,clear,"darkness, lighted road",dry,no controls,champaign,2015,0,1,2528,-88.2451399094743,40.1091482191929,0.002482487258349997,0.005675329249808493
A-Injury,sideswipe same direction,clear,"darkness, lighted road",dry,traffic signal,champaign,2015,0,1,2529,-88.2579166998228,40.1321427664517,0.0023371909938175754,0.0062445135670866955
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,champaign,2015,0,1,2530,-88.2516999976742,40.1126296959937,0.0024078866517462066,0.005761506288811571
A-Injury,angle,snow,daylight,wet,stop sign/flasher,champaign,2015,0,2,2531,-88.2385283876291,40.0945291885092,0.0025576727627513642,0.00531346419957186
A-Injury,rear end,clear,daylight,dry,lane use marking,unincorporated,2015,0,2,2532,-88.237376355516,40.1888720240319,0.0025707735461319207,0.007648733592907519
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2015,0,3,2533,-88.2337699522703,40.1183500971209,0.0026117851699988806,0.005903103449803759
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2015,0,1,2534,-88.2468597044514,40.1183101993871,0.002462929937683586,0.005902115860697612
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2015,0,3,2535,-88.2335642033152,40.1163551138809,0.002614124924647079,0.005853721604592253
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2015,0,2,2536,-88.2451800008766,40.0944799992359,0.0024820313433013175,0.005312246616871732
A-Injury,fixed object,clear,"darkness, lighted road",dry,stop sign/flasher,champaign,2015,0,1,2537,-88.2576891343561,40.1034099853881,0.0023397788434532407,0.005533290676323576
A-Injury,pedalcyclist,clear,daylight,dry,stop sign/flasher,champaign,2015,0,1,2538,-88.2575500004971,40.0896899994802,0.0023413610585033755,0.005193679692721121
A-Injury,other non-collision,cloudy/overcast,"darkness, lighted road",wet,no controls,savoy,2015,0,1,2539,-88.2483264439016,40.0744225889692,0.002446250336833542,0.004815765288470977
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2015,0,2,2540,-88.2579093109588,40.1182702476831,0.002337275019172138,0.005901126935666319
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2015,0,1,2541,-88.243560001211,40.1272000001441,0.002500453802583837,0.006122165210557047
A-Injury,pedestrian,rain,darkness,wet,stop sign/flasher,champaign,2015,0,1,2543,-88.2385300018245,40.0945335614308,0.0025576544062975814,0.005313572442555224
A-Injury,angle,clear,darkness,dry,other warning sign,mahomet,1999,0,1,394,-88.3589311799491,40.1852056871092,0.001188465357275977,0.007557980708983714
A-Injury,turning,clear,daylight,dry,traffic signal,savoy,2015,0,2,2544,-88.2539887359239,40.0394298596487,0.002381859370316056,0.003949589819833741
A-Injury,turning,clear,daylight,dry,no controls,savoy,2015,0,1,2545,-88.2383880208816,40.0681140736727,0.0025592689980749694,0.004659610530055309
A-Injury,rear end,clear,darkness,dry,traffic signal,champaign,2015,0,1,2546,-88.2337355444519,40.0834729027846,0.002612176451952049,0.005039787820082313
A-Injury,turning,clear,daylight,dry,traffic signal,savoy,2015,0,4,2547,-88.2514191978727,40.0544899994613,0.00241107987642351,0.0043223736498816225
A-Injury,turning,rain,daylight,wet,traffic signal,champaign,1999,0,1,462,-88.2444172147139,40.099341526201,0.0024907056642421597,0.005432584054935527
A-Injury,turning,rain,daylight,wet,lane use marking,unincorporated,1999,0,3,463,-88.096863792472,40.31239607198,0.004168667068159672,0.010706325904140277
A-Injury,pedalcyclist,clear,"darkness, lighted road",dry,no controls,champaign,2015,0,1,2548,-88.2499931481112,40.1126099997837,0.0024272967585772104,0.005761018748278003
A-Injury,fixed object,clear,daylight,dry,no controls,champaign,2015,0,1,2550,-88.2986620601606,40.1218080021233,0.0018738392057211495,0.005988697015784952
A-Injury,head on,clear,daylight,dry,no controls,champaign,2015,0,1,2551,-88.2743242914501,40.1396823660108,0.002150605653650314,0.006431141369726163
A-Injury,turning,clear,daylight,dry,no controls,champaign,2015,0,1,2552,-88.2769992178709,40.1290848053608,0.00212018668251283,0.0061688198177730184
A-Injury,fixed object,clear,daylight,ice,lane use marking,champaign,2015,0,1,2553,-88.3048837634271,40.1202963703107,0.001803086675625932,0.005951279574530297
A-Injury,fixed object,clear,darkness,snow or slush,lane use marking,mahomet,2015,0,1,2554,-88.363689838971,40.1866147511622,0.0011343504065561884,0.007592859289195866
A-Injury,turning,clear,daylight,dry,no controls,champaign,2000,0,2,326,-88.2578626440464,40.1202396340934,0.0023378057102035744,0.005949875182230548
A-Injury,turning,clear,daylight,wet,stop sign/flasher,champaign,2015,0,1,2555,-88.2767310996898,40.1119103208639,0.002123235693187973,0.005743699587183031
A-Injury,angle,clear,darkness,dry,traffic signal,champaign,2015,0,1,2556,-88.2767700008154,40.1128499995107,0.0021227933138358427,0.005766959464536611
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2015,0,1,2557,-88.2828299064023,40.112889999384,0.002053880729283762,0.005767949581903139
A-Injury,fixed object,clear,"darkness, lighted road",snow or slush,stop sign/flasher,champaign,2015,0,1,2558,-88.262530001265,40.1144399993985,0.0022847290336200873,0.005806316751741416
A-Injury,fixed object,clear,daylight,dry,no controls,champaign,2015,0,1,2559,-88.2745457147161,40.0939088685836,0.0021480876524502808,0.005298109412657637
A-Injury,turning,clear,daylight,wet,no controls,champaign,2015,0,1,2560,-88.2603894016005,40.1332297370957,0.0023090716992370287,0.006271419365097906
A-Injury,turning,clear,daylight,dry,traffic signal,unincorporated,2015,0,2,2561,-88.2951181050268,40.0693327787508,0.0019141406764791177,0.004689777152169328
A-Injury,fixed object,clear,daylight,dry,other,champaign,2015,0,1,2562,-88.2699199732569,40.1379200512508,0.0022006910791624247,0.006387518770324192
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2015,0,2,2563,-88.2624899810063,40.1101900922243,0.002285184139631644,0.005701118746048283
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2015,0,1,2565,-88.2619706642525,40.1490691143873,0.002291089753042953,0.006663491670256484
A-Injury,overturned,clear,"darkness, lighted road",dry,no controls,champaign,2015,0,2,2566,-88.2719038925063,40.1571002091819,0.0021781301661154833,0.006862285460636935
A-Injury,rear end,clear,daylight,dry,lane use marking,champaign,2015,0,1,2567,-88.2826251066804,40.1184869743088,0.0020562096893557077,0.0059064915725560024
A-Injury,turning,clear,daylight,dry,no controls,champaign,2015,0,1,2568,-88.260320174291,40.1272000029554,0.00230985894464069,0.006122165280145139
A-Injury,overturned,clear,dusk,dry,no controls,champaign,2015,0,1,2569,-88.3146500009903,40.1277899994372,0.0016920260885954874,0.0061367694704738416
A-Injury,pedestrian,clear,darkness,dry,no controls,champaign,2015,0,1,2570,-88.278639788053,40.0950739496802,0.0021015302975631407,0.005326948679683835
A-Injury,angle,clear,daylight,dry,stop sign/flasher,champaign,2015,0,2,2571,-88.2954813442782,40.1175599955687,0.0019100099593803532,0.005883546056152518
A-Injury,fixed object,clear,daylight,dry,traffic signal,champaign,2015,0,1,2572,-88.277384786419,40.143320426968,0.0021158020390903637,0.0065211943383206425
A-Injury,turning,clear,daylight,dry,lane use marking,unincorporated,2015,0,1,2573,-88.4634402170894,40.203708419126,0.0,0.00801597906712639
A-Injury,angle,clear,daylight,dry,stop sign/flasher,unincorporated,2015,0,1,2574,-88.3038715027087,40.0253791193407,0.0018145979939699279,0.003601791668408814
A-Injury,rear end,clear,daylight,dry,lane use marking,unincorporated,2015,0,2,2575,-88.3255037189923,40.1740054047281,0.0015685987927751437,0.007280739978446051
A-Injury,rear end,rain,daylight,wet,no controls,mahomet,2015,0,1,2576,-88.3653100017587,40.1931987843637,0.0011159260922670138,0.007755833945776603
A-Injury,parked motor vehicle,clear,darkness,dry,no controls,champaign,2015,0,1,2577,-88.2951454753953,40.0999299996801,0.0019138294236375664,0.005447150546359214
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2015,0,1,2578,-88.3463899507965,40.2414095800124,0.0013310828456133913,0.008949196376352227
A-Injury,parked motor vehicle,rain,"darkness, lighted road",wet,no controls,champaign,2015,0,1,2579,-88.2873137237551,40.0943829395117,0.0020028912480103945,0.0053098440962988875
A-Injury,other non-collision,rain,daylight,wet,lane use marking,unincorporated,2015,0,1,2580,-88.3044471735884,40.0841955610712,0.0018080515275930998,0.0050576757897323995
A-Injury,rear end,clear,daylight,dry,lane use marking,mahomet,2015,0,1,2581,-88.3570585847822,40.1807342972598,0.0012097603050141015,0.007447300339847699
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2015,0,1,2582,-88.2767716147203,40.1128499994753,0.0021227749606855745,0.0057669594636603734
A-Injury,turning,rain,daylight,wet,traffic signal,champaign,2015,0,1,2583,-88.2768100005602,40.1164599996991,0.0021223384411062163,0.005856317844568374
A-Injury,fixed object,fog/smoke/haze,daylight,wet,lane use marking,champaign,2015,0,1,2584,-88.305309295943,40.1207995252054,0.0017982475663260473,0.005963734173962186
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2015,0,1,2585,-88.3360220300212,40.2234515430472,0.0014489857084241389,0.008504680861667061
A-Injury,fixed object,cloudy/overcast,daylight,dry,no controls,unincorporated,2015,0,1,2586,-88.3445905140936,40.1277804758135,0.0013515458432884044,0.006136533732096811
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2015,0,1,2587,-88.2771801939068,40.1369617840347,0.0021181286427962897,0.0063637987698811896
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2015,0,1,2588,-88.2772405791414,40.1274145304489,0.002117441948502836,0.006127475481887907
A-Injury,overturned,clear,darkness,dry,lane use marking,unincorporated,2015,0,1,2589,-88.3753395730153,40.3757036054301,0.0010018709032330554,0.01227337807524039
A-Injury,overturned,clear,dawn,dry,lane use marking,unincorporated,2015,0,3,2591,-88.3849989989051,40.2803168191383,0.0008920249668878602,0.009912267755397604
A-Injury,pedalcyclist,clear,daylight,dry,no controls,unincorporated,2015,0,1,2592,-88.1364879739463,40.3274306821372,0.003718065203658757,0.011078477798307127
A-Injury,pedestrian,clear,"darkness, lighted road",dry,traffic signal,urbana,2003,0,1,31,-88.2019300852411,40.1220186704026,0.002973864660729107,0.005993911690350045
A-Injury,rear end,clear,daylight,dry,no controls,unincorporated,2015,0,1,2593,-88.2896894279539,40.2969593225812,0.0019758749993044025,0.010324219852272425
A-Injury,overturned,clear,daylight,dry,no controls,unincorporated,2015,0,1,2594,-88.1940461702663,40.3571708656686,0.003063519680846435,0.011814636935016085
A-Injury,head on,fog / smoke / haze,darkness,wet,yield,mahomet,1999,0,3,464,-88.3402676750804,40.1726413947316,0.0014007046964636613,0.007246976621860651
A-Injury,turning,clear,darkness,dry,lane use marking,philo,1999,0,3,465,-88.1613868168925,39.9982715148381,0.003434918280794203,0.002930796793484497
A-Injury,rear end,unknown,daylight,dry,no controls,champaign,1999,0,4,466,-88.2304267451287,40.1127185850452,0.0026498037565126182,0.005763706560620559
A-Injury,rear end,clear,daylight,dry,traffic signal,rantoul,2015,0,1,2595,-88.1751627421631,40.3081845183219,0.0032782599630398904,0.010602077263513256
A-Injury,fixed object,rain,"darkness, lighted road",wet,no controls,rantoul,2015,0,2,2596,-88.1558500005596,40.3163158308489,0.00349788235147476,0.010803351744683342
A-Injury,fixed object,clear,darkness,dry,no controls,unincorporated,2015,0,2,2597,-88.3092500148309,40.3547103891263,0.0017534341414857384,0.01175373272824288
A-Injury,fixed object,clear,daylight,ice,lane use marking,unincorporated,2015,0,1,2598,-88.1055570004544,40.3123090010937,0.004069808856340202,0.01070417063739757
A-Injury,other object,clear,darkness,dry,rr crossing gate,rantoul,2015,0,1,2599,-88.1707236060446,40.2827251287418,0.0033287413341961257,0.00997188067327925
A-Injury,angle,clear,daylight,dry,no controls,unincorporated,2015,0,5,2600,-88.0019000014317,40.2837099994216,0.005248584929191076,0.009996259189593609
A-Injury,angle,clear,daylight,dry,stop sign / flasher,champaign,2000,0,1,327,-88.3145129624667,40.1132597945671,0.0016935844757203957,0.005777103126717701
A-Injury,rear end,clear,daylight,dry,other,mahomet,1999,0,1,467,-88.3888534952148,40.1876453895257,0.0008481920557906491,0.007618370693559893
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2001,0,4,261,-88.2195613721625,40.1341663829274,0.0027733635913130134,0.0062946041711411695
A-Injury,fixed object,rain,daylight,wet,no controls,champaign,2003,0,1,32,-88.2906447656786,40.1129732579896,0.0019650110030283116,0.005770010483213879
A-Injury,turning,rain,dawn,dry,no controls,unincorporated,2000,0,2,328,-87.958502434789,40.0762224458529,0.005742097317748233,0.004860317168532689
A-Injury,rear end,clear,daylight,wet,traffic signal,savoy,2004,0,2,469,-88.2519127109396,40.0510767028603,0.0024054676997216436,0.004237884276220792
A-Injury,rear end,clear,dawn,dry,no controls,unincorporated,2003,0,1,33,-88.1770750715549,40.3262745832272,0.003256513162035459,0.011049860867458893
A-Injury,angle,clear,daylight,dry,stop sign / flasher,champaign,2000,0,2,329,-88.3145129624667,40.1132597945671,0.0016935844757203957,0.005777103126717701
A-Injury,turning,clear,daylight,dry,traffic signal,champaign,2000,0,3,330,-88.2578328618776,40.1163193710851,0.002338144389774701,0.005852836862718568
A-Injury,pedalcyclist,clear,daylight,dry,stop sign/flasher,urbana,2012,0,2,2711,-88.2159897681505,40.1074605183598,0.0028139794820946154,0.005633553569876738
A-Injury,rear end,severe cross wind,darkness,ice,traffic signal,savoy,2004,0,1,470,-88.2491725096057,40.0689961100169,0.002436628970042582,0.004681443586768032
A-Injury,rear end,clear,daylight,dry,no controls,urbana,2003,0,1,34,-88.2149462555,40.1164701708931,0.002825846193997533,0.005856569612261258
A-Injury,angle,clear,daylight,dry,traffic signal,urbana,2000,0,1,331,-88.1627749750589,40.1133433836615,0.0034191322977221144,0.0057791722086219235
A-Injury,angle,snow,daylight,snow or slush,no controls,st. joseph,2000,0,1,332,-88.0201667906035,40.1201835625498,0.005040856997584472,0.005948487242607051
A-Injury,rear end,rain,"darkness, lighted road",wet,stop sign/flasher,savoy,2004,0,1,471,-88.248757886681,40.0716765570111,0.002441344016662617,0.0047477927249017825
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2003,0,3,35,-88.2050046678331,40.1163119581311,0.002938900843257887,0.005852653369775089
A-Injury,overturned,clear,daylight,dry,lane use marking,unincorporated,2000,0,3,333,-88.1055512266676,40.120671268753,0.004069874515213113,0.005960559440384106
A-Injury,fixed object,clear,daylight,dry,lane use marking,unincorporated,2000,0,2,334,-88.2501840298419,40.1764650737197,0.002425126072381218,0.0073416241959066725
A-Injury,pedalcyclist,clear,dusk,dry,no controls,champaign,2010,0,1,2803,-88.2299337896495,40.125154549452,0.002655409592388088,0.00607153414386951
A-Injury,turning,clear,darkness,wet,traffic signal,champaign,2004,0,1,472,-88.2446384669096,40.0980915312516,0.0024881896084348676,0.005401642914243764
A-Injury,rear end,clear,daylight,wet,traffic signal,champaign,2004,0,1,473,-88.2446384669096,40.0980915312516,0.0024881896084348676,0.005401642914243764
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2004,0,1,474,-88.2443059601382,40.1000311461071,0.002491970839127274,0.0054496542251378744
A-Injury,angle,clear,daylight,dry,no controls,champaign,2003,0,2,36,-88.2816950349486,40.112897959128,0.0020667863635197184,0.0057681466095463145
A-Injury,turning,clear,dusk,wet,yield,unincorporated,2000,0,1,335,-88.2584031962917,40.0102661808612,0.00233165860910196,0.003227700912295794
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2004,0,3,475,-88.2435184667744,40.1126019034444,0.002500926127660907,0.005760818339489552
A-Injury,turning,rain,daylight,wet,traffic signal,champaign,2004,0,3,476,-88.2435184667744,40.1126019034444,0.002500926127660907,0.005760818339489552
A-Injury,overturned,rain,darkness,wet,lane use marking,champaign,2003,0,1,37,-88.2701755726744,40.1376598859336,0.0021977844304997777,0.006381078894957926
A-Injury,fixed object,clear,daylight,dry,lane use marking,unincorporated,2000,0,2,337,-88.1760798495346,40.3275406938434,0.003267830718165356,0.011081200919453383
A-Injury,angle,snow,darkness,ice,stop sign / flasher,unincorporated,2000,0,3,338,-88.0465327470314,40.1862478496605,0.0047410262204244935,0.007583777371713129
A-Injury,fixed object,clear,"darkness, lighted road",dry,no controls,champaign,2004,0,1,477,-88.2415409932109,40.1126177620677,0.002523413741071729,0.0057612108881913955
A-Injury,rear end,clear,"darkness, lighted road",dry,traffic signal,champaign,2004,0,1,478,-88.2387337511384,40.1126458498797,0.002555337391350727,0.005761906146154773
A-Injury,sideswipe - same dir,clear,daylight,dry,no controls,champaign,2000,0,2,341,-88.2830888930562,40.1467983980933,0.002050935561338635,0.006607284601294163
A-Injury,angle,clear,daylight,dry,traffic signal,champaign,2004,0,1,479,-88.2387337511384,40.1126458498797,0.002555337391350727,0.005761906146154773
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2004,0,2,480,-88.2304267451287,40.1127185850452,0.0026498037565126182,0.005763706560620559
A-Injury,rear end,clear,daylight,dry,no controls,champaign,2000,0,1,342,-88.2452229073556,40.0944696690598,0.002481543415507854,0.005311990913892832
A-Injury,turning,rain,"darkness, lighted road",wet,traffic signal,urbana,2000,0,1,343,-88.2050046678331,40.1163119581311,0.002938900843257887,0.005852653369775089
A-Injury,angle,clear,"darkness, lighted road",dry,traffic signal,champaign,2004,0,1,481,-88.2289391994858,40.1127293825505,0.0026667199631138037,0.0057639738314048715
A-Injury,rear end,clear,daylight,dry,no controls,urbana,2004,0,1,482,-88.2271150592042,40.1164072406053,0.0026874638871878663,0.0058550118980563795
A-Injury,rear end,clear,daylight,dry,traffic signal,champaign,2003,0,2,38,-88.2579447238729,40.1380089461832,0.002336872307380301,0.0063897191877029785
A-Injury,rear end,clear,"darkness, lighted road",dry,traffic signal,urbana,2004,0,3,483,-88.2193700773236,40.1164391840334,0.0027755389753303028,0.005855802594133715
A-Injury,rear end,clear,"darkness, lighted road",dry,traffic signal,urbana,2004,0,5,484,-88.2191501550909,40.1164406306891,0.002778039906943618,0.005855838403220309
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,urbana,2003,0,1,39,-88.201552478683,40.1228664670112,0.0029781587612707078,0.006014897210457209
A-Injury,turning,clear,daylight,dry,traffic signal,urbana,2004,0,2,485,-88.2050046678331,40.1163119581311,0.002938900843257887,0.005852653369775089
A-Injury,fixed object,clear,"darkness, lighted road",dry,traffic signal,urbana,2004,0,2,486,-88.1994081291613,40.127391570635,0.003002544069854217,0.006126907157325788
A-Injury,angle,clear,daylight,dry,stop sign / flasher,urbana,2000,0,3,344,-88.1907147565022,40.1419727195052,0.0031014041543592046,0.006487834518556663
A-Injury,pedalcyclist,clear,daylight,dry,stop sign / flasher,champaign,2000,0,1,345,-88.2484692855978,40.1126263889481,0.0024446259566635892,0.005761424429470382
A-Injury,turning,clear,"darkness, lighted road",dry,traffic signal,champaign,2003,0,2,40,-88.2446384669096,40.0980915312516,0.0024881896084348676,0.005401642914243764
A-Injury,parked motor vehicle,snow,daylight,snow or slush,no controls,unincorporated,2000,0,1,346,-88.1621378109447,40.1203205383604,0.0034263780584461753,0.005951877806568387
A-Injury,rear end,clear,daylight,dry,lane use marking,urbana,2000,0,1,347,-88.2038383265606,40.118433439079,0.0029521643488364495,0.005905166414339891
A-Injury,overturned,snow,daylight,snow or slush,no controls,urbana,2000,0,1,348,-88.189799989904,40.1435722274013,0.003111806780215323,0.006527427157610515
A-Injury,pedestrian,snow,"darkness, lighted road",snow or slush,no controls,unincorporated,2000,0,1,349,-88.18077378993,40.1145126750446,0.0032144517405984668,0.005808115692922723
A-Injury,pedalcyclist,clear,daylight,dry,traffic signal,urbana,2004,0,1,487,-88.1994081291613,40.127391570635,0.003002544069854217,0.006126907157325788
A-Injury,rear end,clear,daylight,snow or slush,no controls,urbana,2004,0,1,488,-88.1945929381125,40.1355032178927,0.0030573018966101135,0.00632769486383777
A-Injury,rear end,clear,"darkness, lighted road",dry,no controls,champaign,2000,0,2,350,-88.2579156342044,40.1232022949806,0.002337203111913715,0.006023209964404275
A-Injury,angle,rain,daylight,wet,traffic signal,champaign,2000,0,2,351,-88.2467999536647,40.1126179344272,0.0024636094171046397,0.005761215154608243
A-Injury,rear end,clear,daylight,dry,lane use marking,unincorporated,2004,0,1,489,-88.1818386511653,40.159502164173,0.003202342254920668,0.00692174108271792
A-Injury,rear end,clear,daylight,dry,no controls,unincorporated,2004,0,1,490,-88.1819688009922,40.1711221762088,0.0032008622053023724,0.007209371386673146
A-Injury,overturned,clear,darkness,dry,no controls,unincorporated,2000,0,1,352,-88.1771759607068,40.2667010134229,0.0032553658616177156,0.009575235545409405
A-Injury,angle,snow,daylight,ice,no controls,champaign,2000,0,1,353,-88.2690859604027,40.1590590593922,0.00221017538226061,0.006910772904510117
A-Injury,turning,clear,daylight,dry,stop sign/flasher,unincorporated,2004,0,1,491,-88.1822013661942,40.1892946028907,0.003198217499222764,0.007659193692710003
A-Injury,fixed object,clear,"darkness, lighted road",dry,no controls,rantoul,2004,0,1,492,-88.1687857512704,40.2870567795549,0.003350778407061645,0.010079102080293412
A-Injury,sideswipe same direction,clear,daylight,dry,no controls,rantoul,2004,0,2,493,-88.1681801082118,40.3083376863135,0.003357665713783849,0.010605868632734213
A-Injury,fixed object,clear,daylight,dry,no controls,unincorporated,2004,0,2,494,-88.0613664956469,40.3126186065272,0.004572338451113408,0.010711834304583933
A-Injury,pedestrian,clear,daylight,wet,no controls,unincorporated,2010,0,2,3447,-88.2734519647289,40.143943179759,0.002160525657859832,0.006536609345982529
A-Injury,pedestrian,clear,"darkness, lighted road",wet,no controls,champaign,2010,0,1,3450,-88.2337636039307,40.1214450558028,0.0026118573626234876,0.005979713000952328
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2010,0,1,3453,-88.2354879465929,40.1079628421227,0.0025922483261786606,0.00564598759629274
A-Injury,pedestrian,rain,daylight,wet,no controls,champaign,2010,0,1,3455,-88.2539429206728,40.1126495235437,0.00238238037634822,0.005761997080406035
A-Injury,pedestrian,clear,darkness,dry,no controls,unincorporated,2010,0,1,3459,-88.2283150119767,40.0835001766927,0.0026738181553017304,0.005040462931472339
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2010,0,1,3464,-88.2511423237451,40.1288032649433,0.002414228458766158,0.006161850844280496
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,urbana,2010,0,1,3467,-88.2222074647494,40.1164201568227,0.002743272515385734,0.005855331613348017
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,champaign,2010,0,1,3470,-88.2764162169815,40.1128462301025,0.002126816504959416,0.005766866160328004
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2010,0,1,3471,-88.2859157243488,40.0983813394834,0.002018789144588072,0.005408816541047775
A-Injury,head on,snow,daylight,ice,lane use marking,unincorporated,2004,0,2,495,-88.0604008497035,40.3126260686799,0.004583319671326728,0.010712019015343369
A-Injury,overturned,clear,daylight,ice,lane use marking,unincorporated,2004,0,1,496,-88.0503116539144,40.3126933506721,0.004698052904032847,0.010713684447341894
A-Injury,pedestrian,clear,daylight,dry,traffic signal,champaign,2010,0,1,3478,-88.2445883723397,40.0980934446604,0.002488759278413112,0.0054016902768758875
A-Injury,rear end,clear,darkness,dry,no controls,unincorporated,2002,0,2,43,-88.0650363070632,40.3126095141166,0.004530605756455097,0.010711609240030073
A-Injury,pedestrian,clear,daylight,snow or slush,traffic signal,champaign,2010,0,1,3485,-88.2860601406215,40.112910943994,0.0020171468585061018,0.005768468024097691
A-Injury,pedestrian,snow,darkness,snow or slush,no controls,unincorporated,2010,0,1,3486,-88.1715224575134,40.1077304067223,0.003319656882532828,0.005640234119905388
A-Injury,pedestrian,clear,darkness,dry,no controls,champaign,2010,0,1,3487,-88.26845498276,40.1273118204988,0.0022173507911064324,0.006124933101202141
A-Injury,pedestrian,clear,darkness,dry,other,champaign,2011,0,1,3492,-88.2435091115853,40.1163595649879,0.002501032513849782,0.005853831782899836
A-Injury,pedestrian,rain,"darkness, lighted road",wet,traffic signal,urbana,2011,0,1,3493,-88.1906998147208,40.0984098714558,0.0031015740706655604,0.0054095227933190935
A-Injury,pedestrian,clear,daylight,dry,no controls,urbana,2011,0,1,3498,-88.2035990490459,40.105640562549,0.0029548853866028547,0.005588504180819874
A-Injury,pedestrian,rain,darkness,wet,no controls,urbana,2011,0,1,3500,-88.1956617695502,40.1056896247093,0.003045147262224197,0.005589718617090378
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2011,0,1,3501,-88.235392504874,40.1126505144051,0.002593333678983095,0.005762021607210591
A-Injury,pedestrian,clear,daylight,dry,no controls,champaign,2011,0,1,3502,-88.235601661912,40.1163411416249,0.002590955167988299,0.005853375749163907
A-Injury,pedestrian,clear,"darkness, lighted road",dry,no controls,champaign,2011,0,1,3505,-88.2452174378777,40.1212965769275,0.002481605613813208,0.005976037701485957
A-Injury,pedestrian,clear,darkness,dry,stop sign/flasher,champaign,2011,0,1,3506,-88.2320800272746,40.1126803308579,0.002631002812498768,0.00576275965424151
A-Injury,pedestrian,clear,"darkness, lighted road",dry,traffic signal,champaign,2011,0,2,3510,-88.2335492036491,40.1126691988351,0.0026142954992118173,0.005762484103141274
A-Injury,pedestrian,clear,darkness,dry,school zone,urbana,2011,0,1,3512,-88.2049991586243,40.1036900070834,0.0029389634933786103,0.005540222056866559
A-Injury,pedestrian,rain,darkness,wet,no controls,urbana,2011,0,2,3514,-88.2074239992347,40.1129908430836,0.0029113884707658764,0.00577044576726665
A-Injury,pedestrian,rain,darkness,wet,traffic signal,champaign,2011,0,1,3516,-88.2579100794734,40.1182694965733,0.002337266279707918,0.005901108343435953
A-Injury,pedestrian,rain,"darkness, lighted road",wet,traffic signal,champaign,2011,0,1,3518,-88.2468109054203,40.1126098810458,0.0024634848749359797,0.00576101580915724
A-Injury,pedestrian,clear,daylight,snow or slush,no controls,champaign,2011,0,1,3520,-88.2484902741488,40.1126102822963,0.0024443872771537033,0.005761025741315985
A-Injury,pedestrian,rain,"darkness, lighted road",wet,no controls,champaign,2011,0,1,3523,-88.2335713617701,40.1101435427583,0.002614043519479637,0.005699966506531402
A-Injury,rear end,clear,daylight,dry,no controls,urbana,2003,0,1,44,-88.1887775078619,40.1452964781826,0.0031234343343362627,0.006570107558869369
A-Injury,pedestrian,clear,daylight,dry,no controls,urbana,2011,0,1,3526,-88.2194715180836,40.1211951643367,0.0027743854020856914,0.005973527434351358
A-Injury,pedestrian,rain,darkness,wet,stop sign/flasher,champaign,2011,0,1,3532,-88.2335494232931,40.1144290680257,0.002614293001444308,0.005806046167333145
