crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,1,1997,POINT (-88.2863067803686 40.146920535361),POINT,-88.2863067803686,40.146920535361
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,1,1998,POINT (-88.1784400956663 40.1129899987512),POINT,-88.1784400956663,40.1129899987512
A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2012,0,2,1999,POINT (-88.1621595086459 40.0839904182434),POINT,-88.1621595086459,40.0839904182434
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2000,POINT (-88.2387076550635 40.1100916187205),POINT,-88.2387076550635,40.1100916187205
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,1,2001,POINT (-88.2037890735595 40.1125401589712),POINT,-88.2037890735595,40.1125401589712
A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,2002,POINT (-88.2126408536794 40.1164908841194),POINT,-88.2126408536794,40.1164908841194
A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,1,2003,POINT (-88.0212800007719 40.3565226323137),POINT,-88.0212800007719,40.3565226323137
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,2,2004,POINT (-88.4073606103771 40.0986799986626),POINT,-88.4073606103771,40.0986799986626
A-Injury,Pedestrian,Rain,"Darkness, lighted road",Wet,Lane Use Marking,Urbana,2012,0,1,2005,POINT (-88.2239400191976 40.1113730104384),POINT,-88.2239400191976,40.1113730104384
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,2,2006,POINT (-88.2579839474157 40.1321717386412),POINT,-88.2579839474157,40.1321717386412
A-Injury,Other Non-Collision,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,2007,POINT (-88.2079130103375 39.9085451266053),POINT,-88.2079130103375,39.9085451266053
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,2009,POINT (-88.2517300010663 40.1163099992704),POINT,-88.2517300010663,40.1163099992704
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,3,2010,POINT (-88.1428534314638 40.3722377734608),POINT,-88.1428534314638,40.3722377734608
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2012,0,2,2011,POINT (-88.4445300009079 39.9476326580667),POINT,-88.4445300009079,39.9476326580667
A-Injury,Turning,Snow,Daylight,Dry,Traffic signal,Champaign,2002,0,1,148,POINT (-88.2335985311879 40.1126947271907),POINT,-88.2335985311879,40.1126947271907
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2012,POINT (-88.2951600011631 40.0839462307578),POINT,-88.2951600011631,40.0839462307578
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,1,2013,POINT (-88.2699571209184 40.1568014809666),POINT,-88.2699571209184,40.1568014809666
A-Injury,Head on,Clear,Darkness,Dry,Lane Use Marking,Champaign,2012,0,3,2014,POINT (-88.2578100532029 40.1153317360376),POINT,-88.2578100532029,40.1153317360376
A-Injury,Overturned,Rain,Daylight,Wet,No Controls,Urbana,2012,0,1,2015,POINT (-88.2192000075633 40.103702446906),POINT,-88.2192000075633,40.103702446906
A-Injury,Angle,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,1,2016,POINT (-88.2576208682178 40.112657734991),POINT,-88.2576208682178,40.112657734991
A-Injury,Sideswipe Opposite Direction,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2017,POINT (-88.2578000011323 40.1126599999984),POINT,-88.2578000011323,40.1126599999984
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,2018,POINT (-88.3141900010019 40.0920273318897),POINT,-88.3141900010019,40.0920273318897
A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2012,0,2,2019,POINT (-88.1545383351906 40.1202964876891),POINT,-88.1545383351906,40.1202964876891
A-Injury,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,2012,0,1,2020,POINT (-88.1735300120003 40.1058093910238),POINT,-88.1735300120003,40.1058093910238
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2021,POINT (-88.2337800018331 40.1250037204515),POINT,-88.2337800018331,40.1250037204515
A-Injury,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Mahomet,2012,0,1,2022,POINT (-88.3888229634812 40.1876164441801),POINT,-88.3888229634812,40.1876164441801
A-Injury,Angle,Clear,Daylight,Dry,Stop sign / flasher,Unincorporated,1999,0,1,454,POINT (-88.4074537924274 40.1187800419501),POINT,-88.4074537924274,40.1187800419501
A-Injury,Sideswipe - same dir,Rain,Daylight,Wet,No Controls,Urbana,1999,0,3,455,POINT (-88.214385074872 40.1164760073885),POINT,-88.214385074872,40.1164760073885
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2000,0,1,312,POINT (-88.2587800995176 40.1126599665834),POINT,-88.2587800995176,40.1126599665834
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2023,POINT (-88.2579800011622 40.1271699999251),POINT,-88.2579800011622,40.1271699999251
A-Injury,Sideswipe Same Direction,Clear,Dusk,Dry,Lane Use Marking,Rantoul,2012,0,5,2024,POINT (-88.1837520199418 40.3016621634602),POINT,-88.1837520199418,40.3016621634602
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,2025,POINT (-88.1621448535266 40.1202530192042),POINT,-88.1621448535266,40.1202530192042
A-Injury,Angle,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,2012,0,1,2026,POINT (-88.205011532388 40.1135477747965),POINT,-88.205011532388,40.1135477747965
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,3,2027,POINT (-88.2648596516783 40.1089891965707),POINT,-88.2648596516783,40.1089891965707
A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,1,2028,POINT (-88.1539051606602 40.1421907192301),POINT,-88.1539051606602,40.1421907192301
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Mahomet,2012,0,1,2029,POINT (-88.4037944787388 40.2015388199807),POINT,-88.4037944787388,40.2015388199807
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2012,0,4,2030,POINT (-88.1830081534633 40.2388000082052),POINT,-88.1830081534633,40.2388000082052
A-Injury,Rear end,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Champaign,2012,0,1,2031,POINT (-88.2579499659459 40.1258582567721),POINT,-88.2579499659459,40.1258582567721
A-Injury,Rear end,Clear,Darkness,Dry,Traffic Signal,Urbana,2012,0,2,2032,POINT (-88.199430294633 40.1273894968111),POINT,-88.199430294633,40.1273894968111
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,4,2033,POINT (-88.2765100005749 40.0982599997562),POINT,-88.2765100005749,40.0982599997562
A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2034,POINT (-88.2578915171406 40.1408925210741),POINT,-88.2578915171406,40.1408925210741
A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,2,2035,POINT (-88.0480297539371 40.1964644338255),POINT,-88.0480297539371,40.1964644338255
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,2,2036,POINT (-88.1994300018366 40.1273899999242),POINT,-88.1994300018366,40.1273899999242
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Urbana,2012,0,1,2037,POINT (-88.2191999674834 40.1037005464245),POINT,-88.2191999674834,40.1037005464245
A-Injury,Turning,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2012,0,1,2038,POINT (-88.2075100011978 40.1164099992145),POINT,-88.2075100011978,40.1164099992145
A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,6,2039,POINT (-88.2490000541365 40.1773651102928),POINT,-88.2490000541365,40.1773651102928
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,2,2040,POINT (-88.2195400003047 40.1273700001115),POINT,-88.2195400003047,40.1273700001115
A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,1,2041,POINT (-88.2631337936979 40.1856870377175),POINT,-88.2631337936979,40.1856870377175
A-Injury,Angle,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,2012,0,1,2042,POINT (-88.1956599757287 40.1056899341474),POINT,-88.1956599757287,40.1056899341474
A-Injury,Other Non-Collision,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2012,0,1,2043,POINT (-88.2580982922909 40.1182718433477),POINT,-88.2580982922909,40.1182718433477
A-Injury,Other Non-Collision,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,1,2044,POINT (-88.4410600650811 40.1987498092638),POINT,-88.4410600650811,40.1987498092638
A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,2045,POINT (-88.0104246279335 40.120023956696),POINT,-88.0104246279335,40.120023956696
A-Injury,Fixed object,Clear,Daylight,Wet,Lane Use Marking,Champaign,2012,0,2,2046,POINT (-88.2395657677232 40.1347779107898),POINT,-88.2395657677232,40.1347779107898
A-Injury,Rear end,Snow,"Darkness, lighted road",Wet,No Controls,Champaign,2012,0,1,2047,POINT (-88.2468773999177 40.0835698614887),POINT,-88.2468773999177,40.0835698614887
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2048,POINT (-88.2769994049111 40.1289422781071),POINT,-88.2769994049111,40.1289422781071
A-Injury,Rear end,Rain,Daylight,Wet,No Controls,Champaign,2012,0,1,2049,POINT (-88.2333886603647 40.1163545043745),POINT,-88.2333886603647,40.1163545043745
A-Injury,Pedestrian,Clear,Daylight,Wet,Traffic Signal,Champaign,2012,0,1,2050,POINT (-88.2681887109867 40.1273085314534),POINT,-88.2681887109867,40.1273085314534
A-Injury,Angle,Snow,Darkness,Snow or Slush,Traffic Signal,Champaign,2012,0,1,2051,POINT (-88.3142900016643 40.0986899998656),POINT,-88.3142900016643,40.0986899998656
A-Injury,Angle,Snow,Daylight,Dry,Traffic Signal,Champaign,2012,0,3,2052,POINT (-88.2387112334807 40.1126199997319),POINT,-88.2387112334807,40.1126199997319
A-Injury,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,2053,POINT (-88.190699842529 40.0984099066275),POINT,-88.190699842529,40.0984099066275
A-Injury,Rear end,Snow,Daylight,Snow or Slush,Traffic Signal,Champaign,2012,0,1,2054,POINT (-88.2768100003812 40.116460647819),POINT,-88.2768100003812,40.116460647819
A-Injury,Angle,Snow,Daylight,Snow or Slush,Stop Sign/Flasher,Champaign,2012,0,1,2055,POINT (-88.2577300005858 40.1062908751061),POINT,-88.2577300005858,40.1062908751061
A-Injury,Angle,Clear,Daylight,Snow or Slush,Stop Sign/Flasher,Champaign,2012,0,1,2057,POINT (-88.2467892680788 40.1101799356939),POINT,-88.2467892680788,40.1101799356939
A-Injury,Sideswipe Same Direction,Snow,Daylight,Ice,Lane Use Marking,St Joseph,2012,0,2,2058,POINT (-88.0216554954393 40.1202702860659),POINT,-88.0216554954393,40.1202702860659
A-Injury,Overturned,Snow,Daylight,Snow or Slush,Lane Use Marking,Rantoul,2012,0,1,2059,POINT (-88.1841538058904 40.307949822433),POINT,-88.1841538058904,40.307949822433
A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2012,0,1,2060,POINT (-88.2387099288848 40.1102299060727),POINT,-88.2387099288848,40.1102299060727
A-Injury,Turning,Clear,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2012,0,1,2061,POINT (-88.1615500016007 40.0255400000525),POINT,-88.1615500016007,40.0255400000525
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,1,2062,POINT (-88.4259753288902 40.0412874823468),POINT,-88.4259753288902,40.0412874823468
A-Injury,Head on,Clear,Daylight,Dry,Lane Use Marking,Rantoul,2012,0,3,2063,POINT (-88.1306500380734 40.3047273944069),POINT,-88.1306500380734,40.3047273944069
A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,2,2064,POINT (-88.3496055282846 40.0087013574737),POINT,-88.3496055282846,40.0087013574737
A-Injury,Fixed object,Snow,Darkness,Dry,No Controls,Unincorporated,2012,0,1,2065,POINT (-88.155432158279 40.2747441842303),POINT,-88.155432158279,40.2747441842303
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,2066,POINT (-88.2826518302992 40.1128882684936),POINT,-88.2826518302992,40.1128882684936
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,2,2067,POINT (-88.2652814428741 40.1363060820324),POINT,-88.2652814428741,40.1363060820324
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,1,2068,POINT (-88.2543905864594 40.1126500008242),POINT,-88.2543905864594,40.1126500008242
A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Urbana,2012,0,1,2069,POINT (-88.2193802116011 40.1128301566526),POINT,-88.2193802116011,40.1128301566526
A-Injury,Fixed object,Snow,Darkness,Snow or Slush,Lane Use Marking,Unincorporated,2012,0,2,2070,POINT (-87.9654888335921 40.119777946366),POINT,-87.9654888335921,40.119777946366
A-Injury,Fixed object,Snow,Darkness,Snow or Slush,Lane Use Marking,Unincorporated,2012,0,1,2071,POINT (-88.0598700837611 40.1205746817061),POINT,-88.0598700837611,40.1205746817061
A-Injury,Rear end,Clear,Darkness,Dry,Lane Use Marking,Champaign,2012,0,3,2072,POINT (-88.2580138761638 40.1358596540423),POINT,-88.2580138761638,40.1358596540423
A-Injury,Head on,Snow,Darkness,Snow or Slush,No Controls,Urbana,2012,0,1,2073,POINT (-88.1879601482093 40.1274888060749),POINT,-88.1879601482093,40.1274888060749
A-Injury,Turning,Clear,Darkness,Dry,Traffic Signal,Urbana,2012,0,3,2074,POINT (-88.2049989974139 40.1124500745699),POINT,-88.2049989974139,40.1124500745699
A-Injury,Fixed object,Clear,Daylight,Wet,No Controls,Unincorporated,2012,0,1,2076,POINT (-88.2530893576986 40.1856175271534),POINT,-88.2530893576986,40.1856175271534
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2012,0,4,2077,POINT (-88.3335200017764 40.1278799993749),POINT,-88.3335200017764,40.1278799993749
A-Injury,Angle,Clear,Darkness,Dry,Traffic Signal,Champaign,2012,0,2,2078,POINT (-88.2436200016217 40.1336099997253),POINT,-88.2436200016217,40.1336099997253
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,3,2079,POINT (-88.2579800122674 40.1321705309818),POINT,-88.2579800122674,40.1321705309818
A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,4,2080,POINT (-88.2335639426573 40.1163551158524),POINT,-88.2335639426573,40.1163551158524
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2081,POINT (-88.2769900016116 40.1274099996291),POINT,-88.2769900016116,40.1274099996291
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,2,2082,POINT (-88.2763509422237 40.0837000101634),POINT,-88.2763509422237,40.0837000101634
A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2083,POINT (-88.2468100010723 40.1126099992334),POINT,-88.2468100010723,40.1126099992334
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2084,POINT (-88.2451133910701 40.1071154185804),POINT,-88.2451133910701,40.1071154185804
A-Injury,Fixed object,Clear,"Darkness, lighted road",Dry,Lane Use Marking,Unincorporated,2012,0,4,2085,POINT (-88.2079955150182 40.1351000013868),POINT,-88.2079955150182,40.1351000013868
A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,Other Warning Sign,Urbana,2012,0,1,2086,POINT (-88.2279844500816 40.1041933366927),POINT,-88.2279844500816,40.1041933366927
A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Savoy,2012,0,1,2087,POINT (-88.2525618217529 40.0481767124877),POINT,-88.2525618217529,40.0481767124877
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2088,POINT (-88.2653404655545 40.1365801217172),POINT,-88.2653404655545,40.1365801217172
A-Injury,Fixed object,Clear,Darkness,Dry,No Controls,Unincorporated,2012,0,1,2089,POINT (-88.0622633236298 40.0772538935491),POINT,-88.0622633236298,40.0772538935491
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2090,POINT (-88.2335639426573 40.1163551158524),POINT,-88.2335639426573,40.1163551158524
A-Injury,Rear end,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2012,0,1,2091,POINT (-88.1615500016007 40.0255400000525),POINT,-88.1615500016007,40.0255400000525
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,2,2092,POINT (-88.4072893876675 40.0841599998419),POINT,-88.4072893876675,40.0841599998419
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,1,2093,POINT (-88.2241292934284 40.1231300318488),POINT,-88.2241292934284,40.1231300318488
A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,2,2094,POINT (-88.0648476283842 40.1204426028713),POINT,-88.0648476283842,40.1204426028713
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,1,2095,POINT (-88.2387099288848 40.1102299060727),POINT,-88.2387099288848,40.1102299060727
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,6,2096,POINT (-88.3029145862846 40.1194355026844),POINT,-88.3029145862846,40.1194355026844
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,2097,POINT (-88.2952092567901 40.0932999951877),POINT,-88.2952092567901,40.0932999951877
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,3,2098,POINT (-88.2388898094425 40.133029999567),POINT,-88.2388898094425,40.133029999567
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,2099,POINT (-88.2627403351272 40.1310000672359),POINT,-88.2627403351272,40.1310000672359
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2100,POINT (-88.2484915905227 40.1213347503321),POINT,-88.2484915905227,40.1213347503321
A-Injury,Overturned,Clear,Daylight,Wet,No Controls,Champaign,2012,0,1,2101,POINT (-88.2769900016116 40.1274099996291),POINT,-88.2769900016116,40.1274099996291
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2102,POINT (-88.2614398990053 40.0872961068182),POINT,-88.2614398990053,40.0872961068182
A-Injury,Rear end,Clear,Daylight,Dry,Traffic Signal,Rantoul,2012,0,1,2103,POINT (-88.1558000014936 40.3081899995769),POINT,-88.1558000014936,40.3081899995769
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,2,2104,POINT (-88.2468773999177 40.0835698614887),POINT,-88.2468773999177,40.0835698614887
A-Injury,Angle,Clear,Darkness,Dry,Stop Sign/Flasher,Unincorporated,2012,0,5,2105,POINT (-88.1451205878393 40.3413399992252),POINT,-88.1451205878393,40.3413399992252
A-Injury,Angle,Rain,Daylight,Wet,Traffic Signal,Champaign,2012,0,3,2106,POINT (-88.2452499463172 40.1271985795873),POINT,-88.2452499463172,40.1271985795873
A-Injury,Animal,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,2,2107,POINT (-88.3177360519197 40.3109750274686),POINT,-88.3177360519197,40.3109750274686
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Urbana,2012,0,1,2108,POINT (-88.1813308083038 40.0838400002161),POINT,-88.1813308083038,40.0838400002161
A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2003,0,1,8,POINT (-88.160576264871 39.8981260605955),POINT,-88.160576264871,39.8981260605955
A-Injury,Overturned,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2012,0,1,2110,POINT (-88.3029093271565 39.931078906697),POINT,-88.3029093271565,39.931078906697
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Rantoul,2012,0,1,2111,POINT (-88.143409006508 40.3120585005235),POINT,-88.143409006508,40.3120585005235
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,5,2112,POINT (-88.2451493483884 40.1125899938285),POINT,-88.2451493483884,40.1125899938285
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2113,POINT (-88.2610098727386 40.0871917660794),POINT,-88.2610098727386,40.0871917660794
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2012,0,2,2114,POINT (-88.2768400011841 40.1184300004047),POINT,-88.2768400011841,40.1184300004047
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,2,2115,POINT (-88.2693873269421 39.9407652004045),POINT,-88.2693873269421,39.9407652004045
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,4,2116,POINT (-88.2506100387929 40.142039902172),POINT,-88.2506100387929,40.142039902172
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,2,2117,POINT (-88.2159897681505 40.1074605183598),POINT,-88.2159897681505,40.1074605183598
A-Injury,Animal,Clear,Darkness,Dry,Lane Use Marking,Champaign,2012,0,1,2118,POINT (-88.2917871170212 40.1527799303547),POINT,-88.2917871170212,40.1527799303547
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,2119,POINT (-88.2672202300809 40.1102399944111),POINT,-88.2672202300809,40.1102399944111
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2012,0,1,2120,POINT (-88.096784676768 40.1207841270295),POINT,-88.096784676768,40.1207841270295
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,2121,POINT (-88.2954199900384 40.1093509205495),POINT,-88.2954199900384,40.1093509205495
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2012,0,1,2122,POINT (-88.2583200017278 40.0102999992761),POINT,-88.2583200017278,40.0102999992761
A-Injury,Other Non-Collision,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,1,2124,POINT (-88.3559703659546 40.2378201455048),POINT,-88.3559703659546,40.2378201455048
A-Injury,Fixed object,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2012,0,1,2126,POINT (-88.2897798918926 40.1024499980935),POINT,-88.2897798918926,40.1024499980935
A-Injury,Fixed object,Rain,Daylight,Wet,Lane Use Marking,Unincorporated,2012,0,1,2127,POINT (-88.0959793591756 40.1133500452936),POINT,-88.0959793591756,40.1133500452936
A-Injury,Angle,Rain,Daylight,Wet,Stop Sign/Flasher,Unincorporated,2012,0,1,2128,POINT (-88.1617700012418 40.054829999342),POINT,-88.1617700012418,40.054829999342
A-Injury,Turning,Rain,Darkness,Wet,Traffic Signal,Urbana,2012,0,1,2129,POINT (-88.2193200014475 40.1105700336007),POINT,-88.2193200014475,40.1105700336007
A-Injury,Turning,Clear,Dusk,Dry,Traffic signal,Urbana,2000,0,2,315,POINT (-88.2193700773236 40.1164391840334),POINT,-88.2193700773236,40.1164391840334
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2000,0,2,316,POINT (-88.3351743894246 40.1133204422571),POINT,-88.3351743894246,40.1133204422571
A-Injury,Fixed object,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,2,2130,POINT (-88.2750035175267 40.1397430871578),POINT,-88.2750035175267,40.1397430871578
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Champaign,2012,0,1,2131,POINT (-88.2437782427018 40.1029007735544),POINT,-88.2437782427018,40.1029007735544
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2132,POINT (-88.2771265071881 40.1128500012218),POINT,-88.2771265071881,40.1128500012218
A-Injury,Overturned,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,2012,0,6,2133,POINT (-88.2576300010738 40.0981499995376),POINT,-88.2576300010738,40.0981499995376
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,St Joseph,2012,0,2,2134,POINT (-88.0190800020619 40.116869999459),POINT,-88.0190800020619,40.116869999459
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,2135,POINT (-88.1852500011845 40.0838299991712),POINT,-88.1852500011845,40.0838299991712
A-Injury,Fixed object,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2136,POINT (-88.2639251696618 40.0896641517489),POINT,-88.2639251696618,40.0896641517489
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,4,2137,POINT (-88.2095900007374 40.0982999997295),POINT,-88.2095900007374,40.0982999997295
A-Injury,Fixed object,Rain,Darkness,Wet,No Controls,Pesotum,2012,0,1,2138,POINT (-88.2744170429481 39.9153300000167),POINT,-88.2744170429481,39.9153300000167
A-Injury,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,2012,0,1,2139,POINT (-88.2467002287022 40.1221500013215),POINT,-88.2467002287022,40.1221500013215
A-Injury,Angle,Clear,Daylight,Dry,No Controls,Unincorporated,2012,0,1,2140,POINT (-88.1557603862353 40.3705700005685),POINT,-88.1557603862353,40.3705700005685
A-Injury,Rear end,Clear,Daylight,Dry,No Controls,Champaign,2012,0,2,2141,POINT (-88.2371000005052 40.1163500183282),POINT,-88.2371000005052,40.1163500183282
A-Injury,Fixed object,Clear,Dawn,Dry,Stop Sign/Flasher,Unincorporated,2012,0,1,2142,POINT (-88.2155569575027 40.3410418425804),POINT,-88.2155569575027,40.3410418425804
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,2143,POINT (-88.2195500417766 40.1341517050068),POINT,-88.2195500417766,40.1341517050068
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Unincorporated,2012,0,2,2144,POINT (-88.2188500018811 40.083520000012),POINT,-88.2188500018811,40.083520000012
A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2012,0,1,2145,POINT (-88.3033000080743 39.9398307394681),POINT,-88.3033000080743,39.9398307394681
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,2012,0,1,2146,POINT (-88.217379542788 40.116450000784),POINT,-88.217379542788,40.116450000784
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic Signal,Urbana,2012,0,1,2147,POINT (-88.2193802116011 40.1128301566526),POINT,-88.2193802116011,40.1128301566526
A-Injury,Other Non-Collision,Clear,Daylight,Dry,No Controls,Urbana,2012,0,1,2148,POINT (-88.1963875020371 40.1323691660964),POINT,-88.1963875020371,40.1323691660964
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Champaign,2012,0,1,2149,POINT (-88.2899595820635 40.0838699940488),POINT,-88.2899595820635,40.0838699940488
