"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2012","0","1","3560","POINT (-88.0425848977775 40.1279136237254)"
"B-Injury","Pedestrian","Rain","Darkness","Wet","Other Regualtory Sig","St Joseph","2012","0","1","3561","POINT (-88.0442022650918 40.1203410404724)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2012","0","1","3562","POINT (-88.2733920723582 40.1309844190578)"
"A-Injury","Pedestrian","Rain","Daylight","Wet","Other","Urbana","2012","0","3","3563","POINT (-88.2191999584708 40.1037001637469)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","Lane Use Marking","Champaign","2012","0","1","3564","POINT (-88.2418779180803 40.134882699926)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","3565","POINT (-88.2074082005778 40.1124600319321)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2012","0","1","3566","POINT (-88.2467002287022 40.1221500013215)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Broadlands","2012","0","1","3567","POINT (-87.994571527721 39.9101171969339)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2012","0","1","3568","POINT (-88.192291203681 40.1222371209235)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2012","0","1","3569","POINT (-88.2335703878845 40.1102800935974)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Other Warning Sign","Urbana","2012","0","1","3570","POINT (-88.2281158014216 40.1103943539746)"
"C-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2012","0","1","3571","POINT (-88.2215128849542 40.1068991527979)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","3572","POINT (-88.2361209064666 40.1014817616558)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","3573","POINT (-88.2611211617437 40.1490807114509)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2012","0","1","3574","POINT (-88.3505025442696 40.0982941043909)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2012","0","1","3575","POINT (-88.2075601419872 40.1116518126063)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2012","0","1","3576","POINT (-88.238671136998 40.1055039587492)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2012","0","1","3577","POINT (-88.1762358965172 40.1098921970662)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2012","0","1","3578","POINT (-88.2759080652741 40.1293906950236)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","3579","POINT (-88.2498792771692 40.1153211748488)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2012","0","1","3580","POINT (-88.2333299689103 40.0980904421409)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2012","0","1","3581","POINT (-88.181280998453 40.1056920967927)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","3582","POINT (-88.2339095826221 40.1144320174502)"
"Property Damage","Pedestrian","Clear","Darkness","Dry","Traffic Signal","Urbana","2012","0","0","3583","POINT (-88.2193000733371 40.1090953225331)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2012","0","1","3584","POINT (-88.2579449021326 40.123948734286)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2012","0","1","3585","POINT (-88.2386306632774 40.1026998943827)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","3586","POINT (-88.2580145870011 40.1358598156419)"
"A-Injury","Pedestrian","Clear","Daylight","Wet","No Controls","Champaign","2013","0","1","3587","POINT (-88.2763309331188 40.0982563461419)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Traffic Signal","Champaign","2013","0","1","3588","POINT (-88.2426396190591 40.1163709565319)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2013","0","1","3589","POINT (-88.2089200020434 40.1115899988419)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Urbana","2013","0","2","3590","POINT (-88.2238700643718 40.1070101001835)"
"C-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Urbana","2013","0","1","3591","POINT (-88.2192500020292 40.1064700001941)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","3592","POINT (-88.2253520136623 40.1070012591045)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Champaign","2013","0","1","3593","POINT (-88.2420810256713 40.117780249258)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","3594","POINT (-88.2094589963622 40.1045189611262)"
"A-Injury","Pedestrian","Clear","Daylight","Snow or Slush","Lane Use Marking","Unincorporated","2013","0","1","3595","POINT (-88.138874016939 40.3803089178262)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2013","0","1","3596","POINT (-88.2754900015208 40.1100463883892)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2013","0","1","3597","POINT (-88.1702552827499 40.1072057427836)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","3598","POINT (-88.2688999799994 40.1273215642414)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","3599","POINT (-88.2768100001896 40.1164634703389)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","No Controls","Urbana","2013","0","1","3600","POINT (-88.2256908629376 40.116399999862)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","2","3601","POINT (-88.2787200791876 40.1128499999024)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Rantoul","2013","0","1","3602","POINT (-88.1365206939253 40.3121200000216)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Police/Flagman","Rantoul","2013","0","1","3603","POINT (-88.1938428723102 40.3098611427569)"
"B-Injury","Pedestrian","Clear","Daylight","NA","No Controls","Champaign","2013","0","1","3604","POINT (-88.2437200015581 40.1379699998255)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","3605","POINT (-88.2574098269763 40.0981499995507)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No passing","Rantoul","2000","0","1","358","POINT (-88.1557692938791 40.3075933272871)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Rantoul","2013","0","1","3606","POINT (-88.164842763968 40.2882445975703)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","3607","POINT (-88.2304004486867 40.1091401141153)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2013","0","1","3608","POINT (-88.3351451730816 40.1771967735786)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2013","0","1","3609","POINT (-88.219479283755 40.1200702242438)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2013","0","1","3610","POINT (-88.2338000038871 40.1261201818178)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","3611","POINT (-88.2730000671019 40.1395542093297)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","3612","POINT (-88.2577500002993 40.108132241355)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","No Controls","Champaign","2013","0","1","3613","POINT (-88.2397798421231 40.1102096573404)"
"B-Injury","Pedestrian","Sleet/Hail","Darkness, lighted road","Wet","Traffic Signal","Champaign","2013","0","1","3614","POINT (-88.2434700198218 40.1102226600444)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Stop Sign/Flasher","Urbana","2013","0","1","3615","POINT (-88.1906700009415 40.0947599993238)"
"B-Injury","Pedestrian","Clear","Daylight","Wet","No Controls","Champaign","2013","0","1","3616","POINT (-88.2812788271656 40.1061400084375)"
"B-Injury","Pedestrian","Clear","NA","NA","No Controls","Champaign","2013","0","1","3617","POINT (-88.2414405134437 40.09805000805)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2013","0","1","3618","POINT (-88.1782589927789 40.1129918385794)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","3619","POINT (-88.2192199202484 40.1046361560918)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","Lane Use Marking","Champaign","2013","0","1","3620","POINT (-88.2725709900718 40.1128020697852)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","3621","POINT (-88.2574894597362 40.0835999929205)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2013","0","1","3622","POINT (-88.3653100006426 40.1944592618415)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2013","0","1","3623","POINT (-88.2766674421944 40.108806605862)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2013","0","1","3624","POINT (-88.224020000866 40.1164000001846)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Mahomet","2013","0","1","3625","POINT (-88.3903172115052 40.1786305115412)"
"B-Injury","Pedestrian","Clear","Dusk","Dry","No Controls","Champaign","2013","0","1","3626","POINT (-88.2755014982525 40.13023726406)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Urbana","2013","0","1","3627","POINT (-88.2193000649531 40.1090947767968)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","3628","POINT (-88.2018748802274 40.1036842273903)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2013","0","1","3629","POINT (-88.2386700006598 40.1053699998832)"
"B-Injury","Pedestrian","Other","Dawn","Dry","Traffic Signal","Urbana","2013","0","1","3630","POINT (-88.2193802116011 40.1128301566526)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2013","0","1","3631","POINT (-88.2860888049806 40.1024017529489)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2013","0","1","3632","POINT (-88.2436439742194 40.1313660870552)"
"C-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Champaign","2013","0","1","3633","POINT (-88.2931698869697 40.0771915375278)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","3634","POINT (-88.2482809366348 40.1090101100072)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2014","0","1","3635","POINT (-88.2817423097205 40.0983400228863)"
"Property Damage","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","0","3636","POINT (-88.2577757144201 40.1097539763354)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","3637","POINT (-88.2826080412578 40.0971859957264)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2014","0","1","3638","POINT (-88.2364062266332 40.1274013257951)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","3639","POINT (-88.2810781305 40.1032142712093)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2014","0","1","3640","POINT (-88.2627100009444 40.1272299999694)"
"C-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2014","0","1","3641","POINT (-88.2387099592693 40.1102317153999)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","3642","POINT (-88.2665041629917 40.1272840491356)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Lane Use Marking","Champaign","2014","0","1","3643","POINT (-88.2723295936388 40.0982399951714)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2014","0","1","3644","POINT (-88.2591100298971 40.1380791567567)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Other","Champaign","2014","0","1","3645","POINT (-88.2409091404509 40.127211587229)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","3646","POINT (-88.2468700014912 40.1271923425195)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","3647","POINT (-88.2579050426514 40.1182722751846)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","3648","POINT (-88.2767687165685 40.1128499846089)"
"B-Injury","Pedestrian","Clear","Daylight","Unknown","No Controls","Champaign","2014","0","1","3649","POINT (-88.2305779420049 40.1091368449939)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2014","0","1","3650","POINT (-88.2747173122704 40.1416162683971)"
"A-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Unincorporated","2014","0","1","3651","POINT (-88.2384395116347 40.0833209774493)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2014","0","1","3652","POINT (-88.2238600008613 40.1059599999172)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","3653","POINT (-88.2385191270673 40.0980400081864)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2014","0","1","3654","POINT (-88.2386507503147 40.104099997075)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Lane Use Marking","Champaign","2014","0","1","3655","POINT (-88.2555036899106 40.1426295250452)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Snow or Slush","Traffic Signal","Urbana","2014","0","1","3656","POINT (-88.2090200014334 40.1165099996012)"
"B-Injury","Pedestrian","Snow","Darkness, lighted road","Snow or Slush","No Controls","Urbana","2014","0","1","3657","POINT (-88.2026076913436 40.1056569460914)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Other","Urbana","2014","0","1","3658","POINT (-88.2192200017682 40.1046400001537)"
"A-Injury","Pedestrian","Clear","Darkness","Wet","No Controls","Urbana","2014","0","1","3659","POINT (-88.1673017196158 40.1112616747752)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2014","0","1","3660","POINT (-88.2071100214405 40.0883601745518)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","Traffic Signal","Urbana","2014","0","1","3661","POINT (-88.215677935716 40.1164540071662)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2014","0","1","3662","POINT (-88.2004125221565 40.1254302061287)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2014","0","1","3663","POINT (-88.2193000160218 40.109091108457)"
"B-Injury","Pedestrian","Clear","Dawn","Dry","Stop Sign/Flasher","Urbana","2014","0","1","3665","POINT (-88.2094000007503 40.0837300000317)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2014","0","1","3666","POINT (-88.2128186612493 40.116489818325)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2014","0","1","3667","POINT (-88.2156798712409 40.1164539514851)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Rantoul","2014","0","1","3668","POINT (-88.1404945721826 40.305585567002)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Rantoul","2014","0","1","3669","POINT (-88.1425247159958 40.3111350433611)"
"A-Injury","Pedestrian","Clear","Daylight","Ice","Lane Use Marking","Unincorporated","2014","0","2","3670","POINT (-88.1394980734616 40.379045388431)"
"B-Injury","Pedestrian","Rain","Daylight","Unknown","Lane Use Marking","Unincorporated","2014","0","1","3671","POINT (-87.9839199580924 40.1199675674756)"
"A-Injury","Pedestrian","Fog/Smoke/Haze","Darkness","Ice","Other Warning Sign","Unincorporated","2014","0","1","3672","POINT (-88.033639058355 40.2395730369882)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3673","POINT (-88.287944230157 40.1275392238396)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3674","POINT (-88.2435182982277 40.112742537467)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2005","1","0","3675","POINT (-88.2469286585144 40.1347510603195)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2005","0","1","3676","POINT (-88.2469754516474 40.1347511311834)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2005","0","1","3677","POINT (-88.136439685071 40.3422048278875)"
"A-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2005","0","1","3678","POINT (-88.2388061320679 40.1241423297854)"
"B-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Champaign","2005","0","1","3679","POINT (-88.2689079918957 40.1302969156471)"
"B-Injury","Pedestrian","Snow","Darkness, lighted road","Ice","No Controls","Unincorporated","2005","0","1","3680","POINT (-88.2095988850066 40.1415804731459)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","School Zone","Champaign","2005","0","1","3681","POINT (-88.2812756605215 40.1061211513825)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3682","POINT (-88.2387058559046 40.1109134033882)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","3683","POINT (-88.2049106547325 40.107641890792)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3684","POINT (-88.2321257962017 40.1241688737802)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","1","0","3685","POINT (-88.2303310649335 40.106869885038)"
"C-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Other Regualtory Sig","Champaign","2005","0","1","3686","POINT (-88.2288148038074 40.1055141380007)"
"B-Injury","Pedestrian","Snow","Daylight","Dry","No Controls","Urbana","2005","0","1","3687","POINT (-88.2288103404795 40.106918456021)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2005","0","1","3688","POINT (-88.1886971195513 40.1052674738109)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3689","POINT (-88.2434790867031 40.1101915430144)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2005","0","1","3690","POINT (-88.2434815833668 40.1101928203296)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3691","POINT (-88.2575188437735 40.0897074397065)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Traffic Signal","Urbana","2005","0","1","3692","POINT (-88.2193655925179 40.1128236802819)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3693","POINT (-88.2578463841995 40.1182581531966)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","3694","POINT (-88.2239613691299 40.1127749752943)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","3695","POINT (-88.2049707157753 40.1125178962834)"
"A-Injury","Pedestrian","Rain","Daylight","Wet","No Controls","Urbana","2005","0","1","3696","POINT (-88.2076181225184 40.1124807618199)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Unknown","No Controls","Urbana","2005","0","1","3697","POINT (-88.2206749262437 40.1128076214887)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","3698","POINT (-88.1945786562198 40.1139945934147)"
"C-Injury","Pedestrian","Clear","Darkness","Wet","Traffic Signal","Champaign","2005","0","1","3699","POINT (-88.2578465808412 40.1182575219501)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","3700","POINT (-88.196184072367 40.1162831161694)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","3701","POINT (-88.1678601547572 40.1133309599387)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Traffic Signal","Urbana","2005","0","1","3702","POINT (-88.2156940179112 40.1164623856478)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","3703","POINT (-88.20902056614 40.116525243238)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3704","POINT (-88.2435432075911 40.1221272390779)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3705","POINT (-88.2518038041985 40.1255399767328)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3706","POINT (-88.2626978760772 40.1272394736109)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Other Warning Sign","Champaign","2005","0","1","3707","POINT (-88.2684489142699 40.1273173215791)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3708","POINT (-88.2769571004285 40.1274234650923)"
"B-Injury","Pedestrian","Clear","Dusk","Dry","Traffic Signal","Champaign","2005","0","1","3709","POINT (-88.2860457148616 40.1129362348406)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3710","POINT (-88.2724080626448 40.1128089010495)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3711","POINT (-88.2784333254652 40.1110516881623)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2005","0","1","3712","POINT (-88.2302415680008 40.1103043820504)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","3713","POINT (-88.2402998928858 40.1102183727744)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3714","POINT (-88.2335849569152 40.1102707225342)"
"Fatal","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","1","0","3715","POINT (-88.2734324870798 40.1050861082534)"
"B-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","No Controls","Champaign","2005","0","1","3716","POINT (-88.2292067152631 40.104187683728)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3717","POINT (-88.2302798667108 40.104187264618)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3718","POINT (-88.2382927980914 40.1041052383422)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","3719","POINT (-88.2438400423071 40.1026980095406)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","3720","POINT (-88.2201028769038 40.0993865602164)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Other","Urbana","2005","0","1","3721","POINT (-88.2221028814759 40.0981494859246)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","3722","POINT (-88.2534293823804 40.0940785258179)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Dry","No Controls","Urbana","2005","0","1","3723","POINT (-88.1985031748519 40.0837664465844)"
"B-Injury","Pedestrian","Clear","Dusk","Wet","Unknown","Champaign","2007","0","1","3724","POINT (-88.2333297064422 40.0981007630023)"
"C-Injury","Pedestrian","Rain","Daylight","Wet","Unknown","Champaign","2007","0","1","3725","POINT (-88.2320477520908 40.1054333339187)"
"A-Injury","Pedestrian","Fog/Smoke/Haze","Darkness","Ice","Unknown","Champaign","2007","0","1","3726","POINT (-88.2320601041925 40.1079798715944)"
"Fatal","Pedestrian","Clear","Darkness, lighted road","Dry","Unknown","Urbana","2007","1","0","3727","POINT (-88.2119563271168 40.0982689784893)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3728","POINT (-88.20192908635 40.1220232148876)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3729","POINT (-88.2049952037702 40.1162792649482)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3730","POINT (-88.2532002854748 40.1272004573286)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3731","POINT (-88.2689011771719 40.1273122038326)"
"Property Damage","Pedestrian","Rain","Darkness, lighted road","Wet","Unknown","Urbana","2007","0","0","3733","POINT (-88.2194000563979 40.1128434847384)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3734","POINT (-88.2256197202786 40.1128026826139)"
"A-Injury","Pedestrian","Clear","Darkness","Dry","Unknown","Champaign","2007","0","1","3735","POINT (-88.2625590073809 40.1163505727532)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3736","POINT (-88.2434959783112 40.1116299552026)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3737","POINT (-88.2579264707723 40.1182805370862)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3738","POINT (-88.2578900464604 40.1163087260353)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3739","POINT (-88.2089190150263 40.1124915473748)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3741","POINT (-88.2673385391767 40.1163705365873)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3742","POINT (-88.246860516792 40.1183091016764)"
"Fatal","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","1","0","3743","POINT (-88.2468881776609 40.1254795268361)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3744","POINT (-88.2194976560578 40.1206386616805)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","3745","POINT (-88.2192508406763 40.1059790852007)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Champaign","2004","0","1","501","POINT (-88.2579296297565 40.1321592484929)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","Unknown","Champaign","2007","0","1","3746","POINT (-88.2453513676514 40.1314242313247)"
"B-Injury","Pedestrian","Clear","Darkness, lighted road","Wet","Unknown","Champaign","2007","0","1","3747","POINT (-88.2436112453802 40.1296395227577)"
"C-Injury","Pedestrian","Clear","Daylight","Wet","Unknown","Champaign","2007","0","1","3748","POINT (-88.2291027851364 40.1079914257688)"
"C-Injury","Pedestrian","Rain","Darkness, lighted road","Wet","Unknown","Champaign","2007","0","1","3749","POINT (-88.238718242151 40.1107806226415)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3750","POINT (-88.2717411744374 40.1287319238672)"
"B-Injury","Pedestrian","Clear","Daylight","Other","Unknown","Urbana","2007","0","1","3751","POINT (-88.1914768705832 40.1016699808337)"
